"","PlayID","Date","CustomerID","Experience","Pokestops","Gyms","Raids","Social","Pokemons","Distance","Duration"
"64",64,2018-05-02,2245,4713,14,10,1,1,14,1.13061435960575,120.245925051046
"65",65,2018-05-02,4748,5995,16,17,0,1,19,6.45411064046377,68.1957131041717
"66",66,2018-05-02,3593,6658,15,8,3,1,15,3.57923560531609,22.8865356054938
"67",67,2018-05-02,3223,4108,21,8,0,0,26,1.58385945777285,19.190285067802
"68",68,2018-05-02,4946,5652,21,10,0,1,46,1.01939699214461,12.9951747751937
"69",69,2018-05-02,3386,5725,18,11,0,0,49,1.75394731457632,35.4807489240103
"70",70,2018-05-02,1700,3100,12,2,1,2,11,1.49848442345003,145.843012309028
"71",71,2018-05-02,2047,6754,17,5,4,0,11,3.53827817226649,19.4051147998418
"72",72,2018-05-02,3071,3675,14,6,0,1,30,0.752628625941391,15.3704877195106
"73",73,2018-05-02,2912,5351,17,8,1,2,25,2.50740944156921,31.7935595956987
"74",74,2018-05-02,3187,4356,15,6,0,1,24,10.0614856274757,43.8127375741377
"75",75,2018-05-02,2986,5242,12,3,2,7,6,3.42254386168678,160.197797860743
"76",76,2018-05-02,1768,10937,12,5,7,8,10,2.37144149572711,94.2553604777302
"77",77,2018-05-02,2684,3959,18,6,0,0,16,10.590860540824,46.6564228622811
"78",78,2018-05-02,547,2645,17,4,0,0,11,4.4488124153473,59.6116437467053
"79",79,2018-05-02,1359,5034,12,8,2,0,15,0.844986881836129,113.673949479306
"80",80,2018-05-02,4414,3645,16,7,0,0,20,4.4457195352715,47.6384172984196
"81",81,2018-05-02,127,2378,14,4,0,1,11,1.28023546443063,103.712225623476
"82",82,2018-05-02,3323,5414,18,11,0,0,42,2.13634276727507,30.96583744239
"83",83,2018-05-02,2415,4157,20,4,0,0,46,0.573163530904831,27.1462055983738
"84",84,2018-05-02,4816,9098,13,10,5,2,19,0.977724015675113,73.5514536682922
"85",85,2018-05-02,4348,3612,16,4,0,2,24,4.12001714717121,34.9177739101485
"86",86,2018-05-02,1128,3519,13,6,0,3,16,2.68785716957986,86.7946986767416
"87",87,2018-05-02,3063,6620,11,15,2,2,10,1.70224004061889,131.339250231487
"88",88,2018-05-02,4482,4120,14,12,0,1,11,2.70174307217137,105.489489754749
"89",89,2018-05-02,1152,8846,15,12,4,2,14,5.9557281164717,27.4891122059638
"90",90,2018-05-02,3676,6642,8,7,3,5,14,1.41529932792729,111.842201673884
"91",91,2018-05-02,3412,4294,16,7,0,0,37,2.43781967147194,28.7799691497654
"92",92,2018-05-02,3717,3756,20,5,0,0,34,0.563553769189019,42.2909810305972
"93",93,2018-05-02,2317,4255,21,6,1,1,11,2.54524320306755,64.5333689484599
"94",94,2018-05-02,2900,3109,12,5,0,3,15,1.58651305916215,120.279471254198
"95",95,2018-05-02,2012,5100,15,10,0,0,45,0.997437623826665,21.8395177682108
"96",96,2018-05-02,4829,4610,20,12,0,0,12,6.09902204523998,57.854216647783
"97",97,2018-05-02,1276,6954,18,16,0,1,18,17.5416582351737,89.4932303922744
"98",98,2018-05-02,3663,4946,16,12,0,2,23,1.96427488643092,37.3853490452961
"99",99,2018-05-02,1115,4543,18,7,0,0,41,1.92633707655845,19.2183091881155
"100",100,2018-05-02,2897,5612,12,8,2,1,15,4.62317077881545,144.177981675429
"101",101,2018-05-02,857,4115,16,7,0,0,34,2.15040917914968,15.0923022430633
"102",102,2018-05-02,3469,3525,16,2,1,1,10,6.24763960795945,27.4157054980892
"103",103,2018-05-02,3533,4299,13,7,1,2,15,0.989296917138831,52.9118112877169
"104",104,2018-05-02,743,5430,13,6,3,1,5,1.30069602422317,123.829936100674
"105",105,2018-05-02,514,3276,21,4,0,0,18,5.25756723934814,55.1648417549226
"106",106,2018-05-02,1260,5214,12,9,2,0,12,2.14197252743013,32.6938290571766
"107",107,2018-05-02,1136,3517,11,5,1,0,16,1.66876172964766,21.9650278091947
"108",108,2018-05-02,3376,4855,19,5,0,1,40,7.05134652635666,35.5871306763882
"109",109,2018-05-02,4777,2991,12,7,0,1,14,0.913288701075679,149.476364213262
"110",110,2018-05-02,1234,4170,19,6,0,0,38,1.20196564129208,22.721419953852
"111",111,2018-05-02,786,6266,19,10,2,2,13,2.66282282482265,47.0800010734761
"112",112,2018-05-02,1607,4797,21,12,0,0,24,1.47438260784705,17.0632318935164
"113",113,2018-05-02,3155,5157,16,8,1,1,28,1.5712000421508,15.3591083035715
"114",114,2018-05-02,1559,3979,17,6,0,0,23,7.78822340726986,75.5491809550942
"115",115,2018-05-02,4582,3766,14,6,0,0,17,10.1600865414726,49.1122387318314
"116",116,2018-05-02,89,4419,19,4,1,1,20,4.6894048403619,33.8242357216542
"117",117,2018-05-02,3828,3697,13,9,0,3,9,1.97346918526565,123.974798859627
"118",118,2018-05-02,994,4503,11,7,1,4,12,1.53022536512364,142.437084587683
"119",119,2018-05-02,4278,4646,14,11,0,1,29,0.961091398206946,24.3487994218194
"120",120,2018-05-02,1194,5098,19,11,0,1,23,5.97911406784163,36.0776452321165
"121",121,2018-05-02,4162,3724,10,4,1,3,15,0.73703827267512,123.713765617882
"122",122,2018-05-02,4229,3712,21,5,0,0,29,2.11896005457058,25.8081791912686
"123",123,2018-05-02,987,2747,12,6,0,1,9,2.97142638547973,129.077655034345
"124",124,2018-05-02,2485,4621,10,7,1,1,20,5.2062833956468,24.4375655077794
"125",125,2018-05-02,2914,4165,14,10,0,1,23,1.14738307803482,29.8710579788974
"126",126,2018-05-02,1774,4402,12,8,1,1,17,1.52309602080721,93.4241920332427
"127",127,2018-05-02,3347,7544,12,6,4,4,16,1.43766618536959,133.272222645153
"128",128,2018-05-02,1800,9687,13,14,4,7,13,1.8681351405859,138.032318335199
"129",129,2018-05-02,1642,4169,22,8,0,0,26,1.69358452597581,20.8792617885259
"130",130,2018-05-02,813,7063,12,16,2,4,8,0.626130191635914,115.111767571538
"131",131,2018-05-02,3564,6392,10,6,4,2,4,0.916714271310628,151.976593531408
"132",132,2018-05-02,4282,6145,20,15,0,1,37,0.94880709969917,23.6525779735354
"133",133,2018-05-02,3408,3041,12,3,1,1,10,1.40977571546558,71.5697158346511
"134",134,2018-05-02,4106,5271,21,13,0,1,26,1.21165472734178,19.3134298982986
"135",135,2018-05-02,3363,2766,12,3,1,0,9,1.15962489448363,203.138420263329
"136",136,2018-05-02,2660,3638,15,6,0,2,21,2.37765264064013,20.7561966083566
"137",137,2018-05-02,40,5443,20,12,0,0,39,0.933705355530968,21.9398128204955
"138",138,2018-05-02,3473,2979,13,4,0,2,15,3.78661686179869,21.1570215826795
"139",139,2018-05-02,2733,3317,19,3,0,1,14,8.66734197477124,52.1335068894529
"140",140,2018-05-02,1368,5267,13,5,0,15,10,1.17427992175169,98.0859603858408
"141",141,2018-05-02,2853,3061,13,5,0,1,21,1.61095194182197,174.302665532448
"142",142,2018-05-02,3317,4884,15,8,1,3,8,5.33993178151131,38.009096615397
"143",143,2018-05-02,458,4663,13,6,1,2,18,5.127165677078,24.4926907995137
"144",144,2018-05-02,4560,3687,19,6,0,0,28,1.37358312757437,20.2364720402181
"145",145,2018-05-02,3871,3870,16,7,0,1,28,0.702878481930692,22.9777680857532
"146",146,2018-05-02,4620,4846,11,13,1,1,8,0.959708667350542,112.006581556134
"147",147,2018-05-02,2551,6236,18,7,1,0,52,3.36423833494252,30.843970202533
"148",148,2018-05-02,398,6020,11,5,2,9,11,1.19714864571079,118.003718453733
"149",149,2018-05-02,2947,3915,16,8,0,0,10,10.1491734622946,85.577073035589
"150",150,2018-05-02,2038,4166,14,10,0,1,18,3.66026937289654,71.8178993867657
"151",151,2018-05-02,2883,3805,23,6,0,0,28,0.553976161698294,28.0504047658871
"152",152,2018-05-02,3754,7140,14,7,4,1,14,1.39716971976933,65.3305310597306
"153",153,2018-05-02,3517,5030,18,9,0,0,43,1.80343537060967,22.4662952956199
"154",154,2018-05-02,2587,6510,16,2,4,1,16,3.09774518205634,24.2735200672986
"155",155,2018-05-02,765,3239,16,6,0,1,14,3.39262896423669,56.578111631328
"156",156,2018-05-02,3520,3545,16,3,0,1,36,1.45203722093647,26.334308909516
"157",157,2018-05-02,2343,3884,18,4,1,1,17,1.33521367525764,38.5660423021311
"158",158,2018-05-02,2449,3191,14,6,0,0,21,2.40651651859202,44.3969571125816
"159",159,2018-05-02,486,4764,16,13,0,0,25,1.13639196851162,30.3505877057349
"160",160,2018-05-02,500,2828,17,4,0,3,8,1.77995442956169,35.7454339885891
"161",161,2018-05-03,807,3584,10,7,1,0,10,1.84103305351217,143.077446750423
"162",162,2018-05-03,4658,3564,16,6,1,0,6,2.63774355649112,26.4655748189494
"163",163,2018-05-03,4480,3961,15,9,1,0,7,0.60881920901958,98.0248952104771
"164",164,2018-05-03,2773,4420,10,10,1,2,9,0.700274422279647,128.321847941484
"165",165,2018-05-03,711,4246,17,8,0,1,21,5.458010226055,73.2543129640822
"166",166,2018-05-03,4368,2056,11,4,0,0,11,1.55989072991917,99.9696956570856
"167",167,2018-05-03,98,3156,18,6,0,0,15,3.05900579590163,73.403209051446
"168",168,2018-05-03,3186,2936,17,5,0,0,10,5.85682892536263,40.0636134723519
"169",169,2018-05-03,636,4346,15,11,0,0,16,5.96097399072773,68.1822326827106
"170",170,2018-05-03,2592,5514,19,10,1,1,20,3.63594771379715,87.9954945488006
"171",171,2018-05-03,3016,4594,17,9,0,2,23,3.94265960188019,72.0027472522134
"172",172,2018-05-03,2857,2692,11,5,0,3,7,1.92129327772952,113.857264183791
"173",173,2018-05-03,1611,6978,14,7,4,1,11,1.27791953163601,108.415544719067
"174",174,2018-05-03,3400,4524,20,9,0,0,32,1.23642605647345,25.1233908365451
"175",175,2018-05-03,1549,4288,13,5,1,6,8,0.379573843143412,93.2275706023252
"176",176,2018-05-03,2611,4659,14,3,1,2,23,8.09250214977483,32.601729356942
"177",177,2018-05-03,2188,2548,11,7,0,0,9,1.47589072887226,66.583676713997
"178",178,2018-05-03,87,4236,19,7,0,1,22,5.85927163346074,74.6348713725029
"179",179,2018-05-03,152,2960,21,4,0,0,20,1.09564679464416,10.2083122077817
"180",180,2018-05-03,88,5841,14,13,1,1,18,4.40957625205954,35.0043483846891
"181",181,2018-05-03,4447,5272,12,3,2,6,13,2.22116601793466,116.788682122301
"182",182,2018-05-03,3245,5617,19,12,0,0,42,1.66678191266564,28.8352742271576
"183",183,2018-05-03,2892,4106,11,9,1,1,9,1.05651728327664,126.183085599706
"184",184,2018-05-03,2899,4836,24,7,0,0,36,4.35664520582531,36.766205096219
"185",185,2018-05-03,150,4715,20,11,0,0,18,6.14698373895523,88.868148549135
"186",186,2018-05-03,930,3640,17,6,0,0,16,7.90370015478249,35.8322658766758
"187",187,2018-05-03,3187,3673,18,7,0,1,14,4.73179334061062,37.8973016147579
"188",188,2018-05-03,522,3528,13,7,0,0,24,2.7810785530701,52.8213338728429
"189",189,2018-05-03,3877,5287,13,3,3,2,11,0.8668073777175,157.914654249115
"190",190,2018-05-03,1572,2842,11,5,0,4,8,0.92357115185939,58.7126367495354
"191",191,2018-05-03,2850,3377,17,7,0,0,20,1.26924180376763,32.6592655466968
"192",192,2018-05-03,4491,4547,12,5,2,1,13,0.966898607321752,68.2634033836286
"193",193,2018-05-03,2246,4679,16,9,0,0,12,14.7920870485335,67.4680973240134
"194",194,2018-05-03,125,6154,11,12,2,3,10,1.03933680816742,115.154138448301
"195",195,2018-05-03,2821,3512,15,9,0,0,16,1.61898163563299,29.0989507149455
"196",196,2018-05-03,522,3605,18,5,0,0,21,6.54657449723782,63.9661388960528
"197",197,2018-05-03,1193,4429,21,5,0,1,24,9.79361767275532,66.4971552329404
"198",198,2018-05-03,1904,5348,17,15,0,0,26,1.97889579703043,20.4157153134218
"199",199,2018-05-03,1745,4389,17,4,1,0,8,13.3906983006351,39.4190230313264
"200",200,2018-05-03,2579,2706,18,2,0,0,26,1.06379907167966,31.8374863548789
"201",201,2018-05-03,2047,4019,16,7,0,3,18,3.18582265709645,17.9223535173884
"202",202,2018-05-03,2648,4087,14,9,0,1,16,5.87230083173783,42.7734703452592
"203",203,2018-05-03,2129,3795,15,5,0,1,35,0.953710796945116,17.9918905212637
"204",204,2018-05-03,4763,4138,19,7,0,1,17,7.38165515216601,103.522928550222
"205",205,2018-05-03,3939,3114,13,4,1,0,10,1.63760667060014,132.571447850583
"206",206,2018-05-03,4992,2587,13,4,0,0,17,2.87301120825077,99.183235773662
"207",207,2018-05-03,3680,4350,21,8,0,0,12,11.0045420055745,42.8135209357292
"208",208,2018-05-03,1552,5410,16,14,0,1,23,4.60358930235155,115.818328484378
"209",209,2018-05-03,1461,5893,13,5,2,2,25,5.92654550274368,35.8669990564469
"210",210,2018-05-03,572,3907,22,6,0,1,14,7.07269950715173,74.8494970474023
"211",211,2018-05-03,829,3335,14,6,0,1,18,3.35186285896597,30.2917522214751
"212",212,2018-05-03,2343,4694,13,6,2,0,11,2.93928143011286,30.5240364329199
"213",213,2018-05-03,472,4620,15,7,1,1,18,3.7000579917343,27.0309804798766
"214",214,2018-05-03,436,10348,15,6,7,1,22,0.980112881114835,116.557896365273
"215",215,2018-05-03,1649,4323,19,8,0,1,30,0.728332478667654,18.1558416141229
"216",216,2018-05-03,3008,5254,19,7,1,0,33,2.53979843280472,21.3810453748139
"217",217,2018-05-03,3418,3406,12,5,1,0,14,1.05535222498343,133.227171619802
"218",218,2018-05-03,2050,3725,12,6,1,0,15,1.74969582008973,19.0477688478912
"219",219,2018-05-03,3393,4666,19,9,0,0,33,2.66238853789937,27.47954259004
"220",220,2018-05-03,4282,3837,18,7,0,0,28,1.36694581052755,20.6388518467301
"221",221,2018-05-03,3378,3905,19,8,0,0,14,6.55348774193134,80.7617777707623
"222",222,2018-05-03,2256,5531,13,12,1,0,24,2.81184414168288,25.7656241894953
"223",223,2018-05-03,3812,4414,10,7,1,1,25,0.643860435892689,76.2125345374405
"224",224,2018-05-03,1547,4243,21,5,1,0,21,1.43349510899834,26.7589474209904
"225",225,2018-05-03,1089,3974,16,5,1,0,22,0.735737800976864,30.1845943878232
"226",226,2018-05-03,3881,3930,10,6,1,1,18,1.29666986693323,127.310659864393
"227",227,2018-05-03,4273,1738,12,3,0,0,8,1.37512684375648,126.82983850494
"228",228,2018-05-03,2837,2142,11,2,0,1,13,3.41821900823998,35.5134128851891
"229",229,2018-05-03,61,3285,13,3,1,0,17,1.85304371138525,46.5598528157542
"230",230,2018-05-03,443,3368,12,6,0,3,16,1.67802968312366,103.184247319302
"231",231,2018-05-03,517,5774,14,9,2,0,16,4.7355586934435,20.1057579012884
"232",232,2018-05-03,2147,4053,14,9,0,2,15,4.03186769416411,48.9905076615792
"233",233,2018-05-03,3720,3334,13,4,1,2,8,0.841242842055686,140.662354763114
"234",234,2018-05-03,4406,5858,19,10,2,0,12,3.07620473708099,26.3916404522092
"235",235,2018-05-03,4349,3169,13,3,1,1,7,3.68631289604528,65.5725680852029
"236",236,2018-05-03,78,4411,17,12,0,0,20,1.61435286224889,21.9612424320069
"237",237,2018-05-03,3913,3760,19,5,0,0,22,7.09576542524181,39.5628391315518
"238",238,2018-05-03,3825,3917,19,4,0,1,24,7.67004240275996,46.2122947276631
"239",239,2018-05-03,80,4791,14,2,2,3,19,1.40592318862891,122.942619197428
"240",240,2018-05-03,1468,5482,22,16,0,0,10,6.82364773761151,69.9918815569557
"241",241,2018-05-03,2165,3481,18,5,0,1,17,5.31129280792686,75.4781827256602
"242",242,2018-05-03,2997,6263,11,8,3,1,14,2.12529961931327,89.5491905426004
"243",243,2018-05-03,2220,5237,17,14,0,0,12,9.86558697602975,93.8834196367629
"244",244,2018-05-03,85,6045,20,19,0,0,20,2.4529465213409,16.5126354045432
"245",245,2018-05-03,4339,2777,14,3,0,4,12,0.772427331907758,78.3135234277813
"246",246,2018-05-03,1013,3373,10,6,1,1,6,1.72903605915404,89.9296706784476
"247",247,2018-05-03,2575,4804,18,9,0,0,39,1.54438381102197,21.1232657675116
"248",248,2018-05-03,4265,4435,21,8,0,1,14,8.84863399444252,56.3774148525201
"249",249,2018-05-03,1387,3480,10,5,1,1,13,1.29708837345473,169.233653851959
"250",250,2018-05-03,3530,3725,20,4,0,1,18,8.25067219447829,99.7083114387776
"251",251,2018-05-03,2302,2939,13,2,1,0,9,4.39212770029108,28.0712322494602
"252",252,2018-05-03,2257,4515,12,7,1,0,26,2.15200085051347,21.8741734530943
"253",253,2018-05-03,3489,4893,24,12,0,0,23,1.42605830846935,21.5858889104872
"254",254,2018-05-03,4153,5738,19,10,1,0,31,2.3766999143832,32.2817960879386
"255",255,2018-05-03,2047,2943,13,3,0,1,17,6.42543854771421,29.0624081255829
"256",256,2018-05-03,188,4958,19,11,0,1,14,9.08297873109916,42.1231337861371
"257",257,2018-05-03,420,6232,12,7,3,3,11,0.815832323691388,125.858054342204
"258",258,2018-05-03,4556,4944,17,9,0,0,41,2.43780205978353,26.8026848297002
"259",259,2018-05-03,1195,3265,15,5,0,1,17,4.65177899483338,81.2884577307255
"260",260,2018-05-03,2942,4657,17,13,0,1,18,1.07398552395849,17.6273124731429
"261",261,2018-05-03,198,3181,12,7,0,2,14,0.814602595702118,76.189414386258
"262",262,2018-05-03,4982,5978,21,12,1,1,24,1.27800767323858,29.1243814212724
"263",263,2018-05-03,914,6192,14,18,1,1,11,1.419776780467,58.7499699483875
"264",264,2018-05-03,4546,5154,11,8,2,1,14,1.03571143205807,169.748544339874
"265",265,2018-05-03,1850,3924,17,8,0,1,22,1.73520870878974,15.3985273057079
"266",266,2018-05-03,4930,5005,17,11,0,1,14,10.5512271621831,110.404061675546
"267",267,2018-05-03,854,3970,13,5,1,2,9,4.69787350347302,51.8517493865971
"268",268,2018-05-03,206,4961,17,13,0,0,14,8.11437808044252,31.8053309107298
"269",269,2018-05-03,3716,3678,15,4,1,1,12,3.28124717716233,51.0849337696351
"270",270,2018-05-03,2838,5534,19,10,1,1,15,6.3439676367546,29.4406675338389
"271",271,2018-05-03,1431,3355,19,5,0,1,16,4.04993371044925,46.9214110525992
"272",272,2018-05-03,4298,6575,12,6,4,1,10,0.750753837266739,166.758351152707
"273",273,2018-05-03,1805,5343,19,9,0,0,50,0.926588533081213,23.5167695230099
"274",274,2018-05-03,59,7773,18,13,3,1,16,2.73483863108492,55.0713961881616
"275",275,2018-05-03,3280,2599,13,5,0,0,13,2.98608144531115,143.941838831903
"276",276,2018-05-03,768,4922,21,9,0,0,17,12.2150964826684,59.836066322332
"277",277,2018-05-03,1823,4265,13,8,0,2,7,12.6461376921166,30.1255944276204
"278",278,2018-05-03,630,2908,11,9,0,1,5,1.0843954832612,134.975883037304
"279",279,2018-05-03,1270,3479,24,4,0,0,27,1.29285201194314,22.6506153784188
"280",280,2018-05-03,4966,3781,19,8,0,0,19,2.80811737806858,35.7140193888728
"281",281,2018-05-03,3550,4228,14,7,1,0,15,3.77601331174709,36.4904919060376
"282",282,2018-05-03,364,3621,17,7,0,0,22,2.71110945068001,35.606484343916
"283",283,2018-05-03,1276,5452,21,11,1,0,9,7.51819488360046,90.9381990609089
"284",284,2018-05-03,1709,6012,17,10,1,2,23,6.11676991023681,101.92949873531
"285",285,2018-05-03,865,10628,10,16,3,16,8,3.28402836168585,117.528519802782
"286",286,2018-05-03,92,3976,14,4,1,2,12,4.75954350812574,45.0651828109865
"287",287,2018-05-03,4557,3774,18,6,0,0,23,5.23770288142109,60.6192161141501
"288",288,2018-05-03,299,5085,19,7,1,1,16,7.34667623968962,42.7545485440322
"289",289,2018-05-03,1132,4843,14,5,1,1,13,12.9335216331781,48.7171424093366
"290",290,2018-05-03,1112,11107,14,6,8,2,12,2.06831241073795,103.758704973135
"291",291,2018-05-03,4067,5421,22,10,0,1,40,1.20863039039232,20.7832607613198
"292",292,2018-05-03,1842,3469,16,7,0,0,22,1.69372195693625,11.8154199454688
"293",293,2018-05-03,3469,5900,14,7,2,0,32,1.99643713021787,18.5262268131168
"294",294,2018-05-03,3293,5715,18,15,0,2,20,4.14596942585925,50.737907612222
"295",295,2018-05-03,3718,4769,18,7,1,1,16,4.687634733372,49.0309881361329
"296",296,2018-05-03,3725,2964,11,9,0,1,7,0.63818001071606,89.4369054417368
"297",297,2018-05-03,333,4625,20,9,0,0,33,1.75320459614865,18.768915754737
"298",298,2018-05-03,4258,4245,19,6,0,0,29,6.45420232482299,40.0114509431734
"299",299,2018-05-03,533,4648,16,3,2,1,13,3.97993646278803,59.4625592824618
"300",300,2018-05-03,3227,5580,17,7,2,0,21,2.80385428072652,36.1978435025958
"301",301,2018-05-03,4098,4974,19,8,1,0,25,1.73768718000026,24.9988015663406
"302",302,2018-05-03,1057,3491,15,4,0,5,16,1.41435685443261,50.0852422388532
"303",303,2018-05-03,3308,6103,20,17,0,1,25,2.53012801270466,74.2411000226796
"304",304,2018-05-03,1649,3077,16,3,0,1,26,1.76764462444418,24.8402348839587
"305",305,2018-05-03,973,4109,20,9,0,0,18,4.0863910642566,77.8440770715003
"306",306,2018-05-03,575,3882,14,11,0,1,13,1.31750823590604,146.115342224175
"307",307,2018-05-04,1044,4052,16,6,0,0,39,1.01501720281242,26.7111770051805
"308",308,2018-05-04,3903,3602,15,2,1,1,12,6.51649042074088,31.5624458358011
"309",309,2018-05-04,415,4020,19,9,0,1,19,1.20180783175819,27.0172226856304
"310",310,2018-05-04,2089,5052,21,11,0,1,29,1.52018037438731,28.6056998720111
"311",311,2018-05-04,4298,2887,13,8,0,1,7,0.868043866849465,137.503219275109
"312",312,2018-05-04,2235,5361,17,5,0,2,26,18.1089600862346,43.8895993599967
"313",313,2018-05-04,1328,4100,23,9,0,0,19,1.99842635787469,17.1558881911752
"314",314,2018-05-04,3954,4477,17,7,0,0,22,11.2705430255201,51.6456550362284
"315",315,2018-05-04,2881,3835,18,7,0,0,29,0.852916420211423,39.5099537278155
"316",316,2018-05-04,3314,15228,9,8,11,7,11,2.28014075222339,57.0437922269555
"317",317,2018-05-04,1016,3193,17,3,0,0,32,1.42779450857621,12.5687482375136
"318",318,2018-05-04,2271,2184,15,2,0,0,15,2.84382493172911,29.7930260382681
"319",319,2018-05-04,878,6836,16,8,3,4,7,2.85862127514692,28.6037169585784
