"","CustomerID","CustomerType","Registrationdate","Sex","Age","fallbonus","Income"
"81",81,3,2016-10-16,1,12,0,2
"82",82,2,2018-04-18,0,20,0,1
"83",83,2,2018-01-04,1,16,1,3
"84",84,3,2016-10-21,1,34,0,3
"85",85,4,2017-04-07,0,7,0,2
"86",86,1,2018-03-28,0,28,1,2
"87",87,1,2016-12-19,0,23,1,1
"88",88,2,2016-09-29,1,28,0,3
"89",89,2,2017-11-25,1,30,0,1
"90",90,4,2018-02-11,1,9,0,2
"91",91,1,2018-04-23,1,15,1,2
"92",92,2,2018-04-19,0,20,1,2
"93",93,2,2018-03-09,0,44,0,1
"94",94,3,2018-04-01,1,33,0,3
"95",95,3,2018-03-18,1,27,0,3
"96",96,4,2018-03-17,0,12,0,3
"97",97,1,2018-03-09,0,13,0,1
"98",98,1,2018-04-05,1,25,1,2
"99",99,4,2017-06-16,1,33,0,1
"100",100,4,2018-02-11,1,26,0,2
"101",101,1,2018-03-24,0,31,0,3
"102",102,4,2018-02-10,0,28,0,3
"103",103,1,2016-07-02,1,8,0,3
"104",104,1,2017-10-19,1,36,0,1
"105",105,4,2018-04-20,0,39,0,2
"106",106,3,2018-04-17,0,7,0,1
"107",107,1,2016-12-20,0,9,1,2
"108",108,2,2016-10-21,0,37,0,2
"109",109,3,2018-01-08,0,24,0,1
"110",110,2,2016-08-28,0,46,0,2
"111",111,2,2016-11-10,0,30,1,3
"112",112,1,2018-01-19,1,16,0,1
"113",113,3,2016-09-25,1,16,0,3
"114",114,1,2018-02-01,0,19,0,3
"115",115,4,2017-10-13,1,10,0,3
"116",116,4,2016-10-04,0,11,0,3
"117",117,4,2017-06-20,0,33,1,2
"118",118,3,2018-04-25,0,29,0,1
"119",119,2,2018-03-24,0,30,0,3
"120",120,4,2018-02-08,0,34,1,2
"121",121,1,2017-07-25,0,47,0,3
"122",122,4,2018-04-12,0,25,1,1
"123",123,4,2018-04-15,0,19,0,3
"124",124,2,2016-11-01,0,30,0,2
"125",125,3,2018-03-07,1,27,0,3
"126",126,4,2018-04-12,1,32,0,2
"127",127,3,2018-03-03,0,14,0,1
"128",128,2,2018-04-07,0,47,0,3
"129",129,2,2016-11-23,0,31,1,3
"130",130,2,2018-01-30,1,9,0,3
"131",131,3,2018-01-11,1,28,0,1
"132",132,4,2018-03-31,0,15,0,1
"133",133,2,2016-12-01,1,26,0,2
"134",134,3,2016-09-02,1,11,0,1
"135",135,3,2017-06-03,0,10,1,1
"136",136,1,2018-03-22,0,36,0,3
"137",137,2,2016-11-16,0,24,0,3
"138",138,2,2018-04-08,0,34,0,2
"139",139,1,2017-09-06,1,13,0,2
"140",140,4,2017-08-19,0,30,0,1
"141",141,4,2018-04-10,1,7,0,1
"142",142,4,2016-11-20,1,8,0,2
"143",143,4,2017-08-15,0,31,0,1
"144",144,1,2017-08-03,0,17,0,1
"145",145,2,2017-12-02,0,41,1,2
"146",146,3,2018-04-30,0,30,0,1
"147",147,1,2018-03-07,0,24,0,1
"148",148,4,2018-02-26,0,33,0,3
"149",149,3,2017-02-16,0,76,0,3
"150",150,1,2016-08-21,0,16,0,3
"151",151,2,2016-11-03,0,29,1,3
"152",152,4,2016-08-24,0,26,0,1
"153",153,1,2016-12-30,0,32,0,1
"154",154,2,2017-04-24,0,27,0,1
"155",155,3,2017-05-02,0,28,0,2
"156",156,3,2018-02-16,0,33,0,1
"157",157,2,2018-01-24,0,62,0,2
"158",158,2,2018-04-22,1,17,0,1
"159",159,2,2016-07-11,0,10,0,1
"160",160,4,2018-03-27,0,34,1,2
"161",161,1,2016-12-15,0,15,0,2
"162",162,1,2018-01-09,1,13,0,3
"163",163,4,2016-12-07,0,22,0,3
"164",164,2,2018-01-30,0,70,0,1
"165",165,2,2018-02-02,1,19,1,1
"166",166,1,2017-05-28,0,8,0,3
"167",167,1,2016-07-19,0,14,0,3
"168",168,3,2017-05-25,0,31,0,2
"169",169,3,2016-08-25,0,13,0,2
"170",170,4,2018-02-07,1,28,0,2
"171",171,3,2018-03-03,0,19,0,2
"172",172,1,2018-04-21,0,12,1,3
"173",173,1,2018-03-26,1,13,1,1
"174",174,2,2018-04-28,0,30,0,3
"175",175,1,2016-09-21,0,10,0,2
"176",176,2,2017-06-01,0,11,0,2
"177",177,2,2016-11-07,1,30,0,2
"178",178,4,2018-02-20,0,37,0,1
"179",179,3,2016-07-09,0,33,1,1
"180",180,1,2016-07-21,1,30,0,3
"181",181,2,2016-12-22,0,9,1,3
"182",182,3,2016-12-16,0,8,1,3
"183",183,2,2018-04-04,1,28,0,2
"184",184,4,2017-10-05,1,35,0,1
"185",185,3,2016-08-02,0,39,0,3
"186",186,2,2018-04-19,0,30,1,3
"187",187,1,2016-10-30,0,12,1,3
"188",188,1,2017-02-18,0,34,0,2
"189",189,4,2016-09-12,0,9,0,3
"190",190,2,2017-03-08,0,34,0,3
"191",191,2,2016-07-29,0,36,0,2
"192",192,3,2016-07-28,1,45,0,3
"193",193,4,2018-02-16,0,29,1,1
"194",194,1,2018-01-05,0,9,0,2
"195",195,4,2018-03-30,1,16,0,1
"196",196,4,2018-03-24,1,26,0,1
"197",197,3,2018-01-18,0,29,1,3
"198",198,3,2018-04-18,0,17,0,3
"199",199,1,2018-03-08,1,60,0,3
"200",200,1,2018-03-12,0,15,1,3
"201",201,4,2017-09-20,1,22,0,3
"202",202,1,2016-10-23,1,17,0,2
"203",203,1,2016-10-20,0,27,1,2
"204",204,4,2016-09-10,1,33,0,2
"205",205,2,2016-10-16,1,35,0,2
"206",206,1,2016-11-17,0,32,0,3
"207",207,2,2016-11-03,1,27,0,1
"208",208,2,2016-08-05,0,28,1,3
"209",209,2,2017-10-24,1,34,0,2
"210",210,3,2017-06-09,1,41,1,3
"211",211,4,2016-08-01,1,7,0,1
"212",212,1,2018-02-17,1,24,0,1
"213",213,3,2018-01-05,0,15,0,2
"214",214,3,2018-03-23,0,22,1,1
"215",215,3,2018-04-26,0,27,0,2
"216",216,3,2018-03-10,0,10,0,3
"217",217,2,2018-03-29,0,22,1,2
"218",218,4,2016-08-27,0,29,1,3
"219",219,2,2017-03-03,1,26,0,3
"220",220,4,2017-04-05,1,31,1,1
"221",221,4,2017-05-18,1,25,0,1
"222",222,3,2016-11-03,0,21,1,2
"223",223,4,2016-11-16,1,31,0,3
"224",224,2,2018-03-06,0,54,1,3
"225",225,1,2018-02-28,1,25,1,3
"226",226,3,2017-09-12,0,13,0,2
"227",227,3,2017-05-20,1,28,1,2
"228",228,1,2017-07-21,0,7,1,3
"229",229,3,2018-04-07,1,6,0,3
"230",230,3,2016-09-14,0,18,0,2
"231",231,2,2016-09-10,0,27,0,2
"232",232,3,2018-03-01,1,27,1,1
"233",233,4,2018-02-27,0,30,0,2
"234",234,3,2016-09-19,1,25,0,3
"235",235,2,2016-10-17,1,41,0,3
"236",236,1,2018-04-19,1,29,1,3
"237",237,2,2017-01-14,1,12,1,1
"238",238,4,2017-06-14,0,6,0,1
"239",239,4,2016-12-08,0,23,1,2
"240",240,4,2018-03-24,0,10,0,3
"241",241,4,2018-02-17,0,34,0,2
"242",242,4,2018-03-06,0,24,0,1
"243",243,3,2018-04-30,1,7,0,2
"244",244,1,2018-03-20,0,25,0,1
"245",245,2,2016-10-11,1,24,0,2
"246",246,2,2018-03-21,0,29,0,1
"247",247,1,2018-04-04,0,34,0,2
"248",248,1,2016-09-23,0,15,0,1
"249",249,2,2016-11-21,0,33,1,3
"250",250,2,2017-04-20,1,30,1,2
"251",251,1,2016-10-08,1,55,0,3
"252",252,3,2018-01-02,0,18,0,3
"253",253,2,2016-12-06,0,30,0,3
"254",254,4,2018-04-03,0,22,0,2
"255",255,3,2016-11-26,0,30,0,1
"256",256,2,2016-12-12,1,28,1,1
"257",257,1,2016-10-23,1,19,0,1
"258",258,1,2018-03-11,0,78,1,3
"259",259,4,2016-11-06,1,25,0,2
"260",260,2,2018-01-21,0,9,0,1
"261",261,3,2016-07-06,0,33,0,3
"262",262,3,2018-01-24,1,17,1,1
"263",263,4,2016-08-06,1,28,0,1
"264",264,3,2016-10-29,1,28,0,2
"265",265,1,2017-01-30,0,13,0,2
"266",266,4,2017-02-02,1,14,0,1
"267",267,4,2017-04-13,1,31,0,2
"268",268,2,2018-04-05,1,18,0,2
"269",269,1,2017-06-23,1,26,1,3
"270",270,1,2018-02-17,0,26,0,1
"271",271,4,2017-09-05,0,31,0,1
"272",272,4,2018-03-21,0,9,0,2
"273",273,3,2018-04-18,1,19,0,3
"274",274,1,2016-08-08,1,25,0,2
"275",275,2,2018-04-04,0,18,0,2
"276",276,3,2017-02-27,1,25,0,2
"277",277,4,2018-01-27,1,32,0,3
"278",278,3,2018-02-04,0,16,0,1
"279",279,1,2016-12-07,1,10,0,1
"280",280,3,2018-01-31,1,35,1,3
"281",281,2,2017-03-20,1,25,0,1
"282",282,4,2016-09-10,0,26,1,2
"283",283,1,2018-03-01,0,12,0,2
"284",284,2,2016-10-22,0,32,0,2
"285",285,2,2016-09-28,0,18,0,3
"286",286,1,2018-02-13,0,26,0,2
"287",287,4,2018-04-09,1,49,0,2
"288",288,3,2016-07-03,1,32,0,2
"289",289,3,2017-04-14,0,32,0,3
"290",290,2,2016-11-11,1,10,0,1
"291",291,4,2016-07-15,1,15,0,1
"292",292,3,2017-07-03,0,26,0,1
"293",293,2,2016-11-12,0,10,0,2
"294",294,4,2018-03-02,0,13,0,2
"295",295,3,2017-01-07,0,32,0,2
"296",296,1,2018-03-14,0,33,1,2
"297",297,3,2018-02-20,1,49,0,3
"298",298,2,2016-08-04,1,30,0,1
"299",299,1,2017-09-20,1,35,0,3
"300",300,3,2018-03-09,1,30,0,1
"301",301,4,2017-05-16,0,18,0,3
"302",302,3,2018-01-08,0,21,0,1
"303",303,3,2016-07-03,0,35,0,3
"304",304,1,2018-03-03,0,30,1,3
"305",305,4,2018-01-23,0,13,1,2
"306",306,3,2017-11-01,0,26,0,3
"307",307,4,2016-09-05,1,22,0,2
"308",308,3,2016-08-09,1,18,0,2
"309",309,2,2018-01-24,0,39,0,3
"310",310,2,2017-03-28,0,14,0,3
"311",311,2,2018-04-11,1,6,0,3
"312",312,2,2016-09-25,0,33,0,3
"313",313,4,2016-08-19,1,24,0,3
"314",314,4,2016-12-14,0,26,0,2
"315",315,1,2018-03-05,0,26,0,2
"316",316,3,2017-08-06,0,18,0,2
"317",317,4,2016-12-02,0,17,0,1
"318",318,4,2018-01-16,0,41,1,3
"319",319,2,2017-08-26,0,13,1,1
"320",320,2,2018-03-24,0,41,0,3
"321",321,4,2018-03-24,0,28,0,1
"322",322,1,2018-04-17,0,32,0,2
"323",323,4,2018-01-03,1,27,0,2
"324",324,2,2018-04-05,1,31,0,3
"325",325,3,2018-02-13,0,34,0,3
"326",326,3,2016-08-03,1,13,0,2
"327",327,3,2017-06-22,0,6,0,2
"328",328,2,2016-09-09,0,29,0,3
"329",329,1,2018-03-04,1,31,0,1
"330",330,2,2017-08-08,0,31,1,1
"331",331,3,2018-04-09,0,29,0,2
"332",332,1,2016-09-22,0,42,0,2
"333",333,4,2017-05-30,0,26,0,3
"334",334,1,2018-01-03,0,30,0,3
"335",335,3,2018-04-16,0,15,0,2
"336",336,1,2018-01-28,0,22,0,2
"337",337,2,2017-05-25,0,32,0,3
"338",338,3,2018-01-28,1,9,0,1
"339",339,2,2017-03-31,0,17,1,3
"340",340,3,2016-11-28,1,31,1,1
"341",341,2,2016-12-29,0,14,0,3
"342",342,4,2018-04-17,1,17,0,1
"343",343,4,2016-12-15,0,33,0,2
"344",344,2,2018-03-06,1,31,0,2
"345",345,2,2018-03-09,0,18,0,1
"346",346,4,2018-03-18,0,16,0,2
"347",347,2,2017-10-09,0,27,0,1
"348",348,2,2018-02-08,0,30,0,3
"349",349,1,2018-02-21,1,34,1,3
"350",350,1,2016-09-20,0,17,0,2
"351",351,3,2016-07-11,0,7,0,3
"352",352,3,2018-04-03,1,27,0,1
"353",353,4,2018-04-16,0,31,1,2
"354",354,2,2017-03-14,0,25,0,3
"355",355,4,2018-01-24,0,23,0,2
"356",356,1,2018-02-05,1,34,0,3
"357",357,4,2016-11-05,0,56,0,2
"358",358,1,2016-07-14,0,19,0,1
"359",359,1,2017-02-18,1,15,0,2
"360",360,4,2018-01-19,0,21,1,3
"361",361,3,2018-03-27,0,18,0,2
"362",362,4,2017-06-01,1,16,0,1
"363",363,3,2017-04-28,0,19,0,3
"364",364,4,2018-04-27,0,58,0,1
"365",365,2,2017-11-30,1,12,0,3
"366",366,2,2017-09-03,1,30,0,2
"367",367,3,2016-07-20,0,25,0,3
"368",368,1,2016-10-02,1,27,1,3
"369",369,1,2018-01-01,1,29,0,3
"370",370,3,2017-06-24,0,14,0,1
"371",371,4,2016-12-16,0,57,0,1
"372",372,4,2018-02-15,1,26,0,1
"373",373,2,2018-02-08,1,14,0,3
"374",374,4,2018-03-20,0,34,0,2
"375",375,1,2018-04-26,1,12,0,1
"376",376,3,2018-01-30,1,31,1,1
"377",377,2,2016-09-16,0,20,1,3
"378",378,3,2017-07-26,0,14,0,2
"379",379,4,2017-09-17,1,45,0,1
"380",380,1,2018-03-20,0,65,0,3
"381",381,2,2016-09-03,1,12,0,1
"382",382,3,2018-02-24,0,34,0,2
"383",383,4,2018-03-09,0,8,0,1
"384",384,3,2018-04-20,1,40,1,1
"385",385,4,2018-04-12,1,40,1,3
"386",386,3,2018-01-25,1,15,0,1
"387",387,3,2017-05-27,0,31,0,3
"388",388,2,2018-01-05,1,32,0,3
"389",389,2,2016-10-15,1,34,0,1
"390",390,1,2016-11-17,1,34,1,2
"391",391,2,2018-03-22,0,31,1,1
"392",392,2,2018-03-23,0,32,1,2
"393",393,4,2018-03-25,0,26,0,3
"394",394,4,2018-04-11,0,26,0,2
"395",395,1,2017-09-22,1,28,0,1
"396",396,3,2017-02-01,0,20,1,1
"397",397,3,2016-08-18,0,16,1,1
"398",398,3,2018-02-27,0,7,0,1
"399",399,2,2017-11-14,0,27,0,2
"400",400,2,2018-02-15,0,37,1,1
"401",401,1,2018-03-05,0,79,0,2
"402",402,4,2016-10-12,0,36,0,1
"403",403,1,2016-08-14,0,18,0,2
"404",404,3,2018-04-06,0,9,0,2
"405",405,4,2017-09-15,1,36,0,2
"406",406,3,2018-03-22,1,17,0,2
"407",407,2,2018-03-16,0,12,0,3
"408",408,3,2017-02-02,1,59,0,1
"409",409,4,2016-07-14,0,29,0,2
"410",410,1,2018-02-27,0,29,1,2
"411",411,4,2018-03-28,0,23,1,2
"412",412,2,2016-11-26,1,9,0,3
"413",413,4,2016-09-04,0,18,0,2
"414",414,4,2018-03-24,1,31,0,2
"415",415,4,2018-01-29,0,46,0,2
"416",416,3,2016-07-25,1,8,0,2
"417",417,3,2016-07-09,0,14,0,1
"418",418,1,2018-04-25,0,20,1,3
"419",419,2,2017-06-15,1,9,0,2
"420",420,3,2018-04-23,0,9,0,1
"421",421,4,2016-10-20,0,30,0,3
"422",422,3,2017-02-03,1,34,0,2
"423",423,3,2016-10-24,1,43,0,3
"424",424,2,2017-10-13,0,32,0,1
"425",425,1,2017-09-28,1,17,0,3
"426",426,4,2017-12-11,1,28,1,3
"427",427,2,2017-09-30,0,6,0,1
"428",428,2,2018-04-02,0,34,0,2
"429",429,1,2017-06-24,0,19,0,2
"430",430,1,2018-01-09,0,24,0,2
"431",431,2,2016-08-01,0,26,0,1
"432",432,4,2016-08-28,1,35,1,1
"433",433,1,2018-03-10,1,28,1,2
"434",434,3,2017-09-28,0,33,1,3
"435",435,4,2017-10-10,0,47,0,3
"436",436,3,2018-01-22,0,32,0,2
"437",437,2,2018-01-16,0,45,0,3
"438",438,4,2018-02-22,0,71,0,2
"439",439,2,2018-02-23,0,29,0,2
"440",440,3,2016-11-26,0,18,0,3
"441",441,2,2016-08-18,0,11,1,1
"442",442,1,2017-02-04,0,68,1,2
"443",443,3,2018-01-16,0,31,0,2
"444",444,3,2017-09-30,1,21,1,1
"445",445,4,2017-09-04,1,35,1,2
"446",446,1,2018-02-02,1,28,0,3
"447",447,3,2018-03-23,0,38,0,2
"448",448,2,2018-03-11,0,32,0,2
"449",449,2,2017-05-09,0,6,0,1
"450",450,4,2016-12-11,0,30,1,3
"451",451,1,2016-12-05,0,22,0,2
"452",452,1,2018-02-06,1,33,1,1
"453",453,2,2016-09-10,1,22,0,2
"454",454,3,2016-08-07,0,18,0,1
"455",455,3,2018-01-15,1,17,1,3
"456",456,2,2018-03-07,1,31,0,3
"457",457,1,2016-09-13,1,12,1,3
"458",458,2,2016-07-29,0,13,0,2
"459",459,2,2017-03-18,0,30,0,1
"460",460,4,2018-03-31,0,7,1,3
"461",461,1,2018-02-11,1,31,0,1
"462",462,3,2017-12-30,0,22,0,2
"463",463,2,2016-10-27,1,22,0,3
"464",464,4,2018-01-07,0,46,0,3
"465",465,3,2018-02-17,1,9,0,3
"466",466,1,2016-07-14,0,34,0,3
"467",467,2,2016-08-04,0,29,1,1
"468",468,1,2016-10-27,0,13,0,1
"469",469,2,2016-12-08,1,34,1,3
"470",470,1,2017-02-13,0,31,1,3
"471",471,4,2018-04-27,0,29,0,1
"472",472,2,2017-01-09,0,29,0,3
"473",473,4,2018-04-03,1,13,1,3
"474",474,1,2016-12-27,1,18,0,2
"475",475,4,2018-04-06,1,49,1,3
"476",476,1,2016-12-19,0,37,1,3
"477",477,1,2018-01-27,0,32,0,1
"478",478,1,2018-01-02,1,26,0,2
"479",479,3,2016-07-17,0,28,0,2
"480",480,3,2016-11-01,1,28,1,2
"481",481,4,2018-01-31,0,27,0,2
"482",482,3,2018-04-14,1,24,0,3
"483",483,2,2018-02-27,0,15,0,2
"484",484,4,2017-10-19,1,14,0,1
"485",485,1,2016-10-12,0,16,1,1
"486",486,4,2016-10-12,0,11,0,3
"487",487,3,2017-11-09,0,11,0,1
"488",488,2,2017-04-14,0,25,0,3
"489",489,1,2017-08-09,0,22,0,1
"490",490,4,2018-03-08,1,7,0,2
"491",491,1,2016-10-18,0,17,0,1
"492",492,4,2017-02-05,1,28,1,1
"493",493,4,2018-02-04,1,21,0,3
"494",494,3,2018-02-09,0,26,0,3
"495",495,3,2016-08-19,0,12,1,2
"496",496,2,2018-02-08,0,32,0,2
"497",497,4,2017-11-03,0,31,0,1
"498",498,1,2017-10-07,1,33,0,3
"499",499,3,2018-03-04,0,31,0,2
"500",500,2,2018-03-03,1,31,0,1
"501",501,2,2017-06-29,0,24,0,1
"502",502,1,2016-11-05,1,26,0,1
"503",503,1,2017-03-30,0,37,0,1
"504",504,1,2016-10-29,0,23,0,2
"505",505,4,2017-07-11,0,11,1,1
"506",506,2,2018-04-02,0,6,0,3
"507",507,3,2018-04-20,1,21,1,1
"508",508,3,2016-12-01,1,46,0,1
"509",509,1,2018-04-16,1,48,0,1
"510",510,3,2018-04-05,1,29,0,2
"511",511,4,2018-03-05,1,30,1,3
"512",512,2,2018-01-04,0,44,0,1
"513",513,4,2018-04-29,1,25,0,3
"514",514,1,2018-03-08,0,28,0,3
"515",515,4,2017-06-28,1,33,0,3
"516",516,3,2018-01-13,0,30,0,1
"517",517,2,2017-08-09,1,32,1,3
"518",518,3,2016-09-02,1,18,0,3
"519",519,2,2016-08-19,1,28,0,3
"520",520,4,2018-02-06,0,15,0,2
"521",521,2,2018-03-10,0,35,0,3
"522",522,1,2016-08-18,0,29,0,2
"523",523,2,2017-10-13,0,24,0,2
"524",524,2,2017-06-24,1,6,1,3
"525",525,2,2018-01-29,1,18,0,1
"526",526,4,2017-11-19,0,28,0,2
"527",527,2,2018-03-18,0,30,0,2
"528",528,3,2018-04-29,0,27,1,2
"529",529,4,2017-07-12,1,11,0,2
"530",530,4,2018-02-04,1,58,0,3
"531",531,1,2018-03-25,1,29,1,3
"532",532,3,2018-03-24,1,44,0,3
"533",533,2,2018-01-10,0,19,0,3
"534",534,3,2018-03-05,0,12,0,3
"535",535,3,2016-10-14,0,27,0,2
"536",536,4,2017-02-01,0,31,0,2
"537",537,4,2018-01-11,0,47,0,2
"538",538,1,2018-02-17,0,55,1,2
"539",539,1,2016-11-20,1,27,0,3
"540",540,2,2017-07-28,1,32,0,3
"541",541,2,2017-06-21,0,27,0,1
"542",542,3,2016-11-05,1,70,1,3
"543",543,3,2017-01-12,1,8,0,2
"544",544,4,2018-03-18,1,30,0,1
"545",545,4,2018-02-04,1,23,0,3
"546",546,4,2017-03-10,0,48,0,2
"547",547,2,2018-02-09,0,19,1,1
"548",548,3,2016-07-12,1,18,0,3
"549",549,1,2016-10-11,1,17,1,1
"550",550,4,2017-05-16,1,37,1,3
"551",551,4,2018-02-04,0,27,1,3
"552",552,3,2016-10-15,0,29,0,3
"553",553,4,2017-12-12,1,30,0,3
"554",554,1,2016-12-26,1,8,0,3
"555",555,1,2017-10-13,0,17,1,1
"556",556,2,2018-04-23,0,15,0,2
"557",557,2,2018-04-14,0,44,0,3
"558",558,2,2017-03-30,0,39,0,1
"559",559,1,2018-04-20,0,31,0,1
"560",560,3,2017-01-04,0,24,0,3
"561",561,3,2017-05-30,1,34,1,1
"562",562,2,2018-03-08,1,8,0,2
"563",563,4,2018-03-13,1,28,0,1
"564",564,3,2017-05-30,0,27,0,3
"565",565,1,2016-08-25,0,7,0,2
"566",566,4,2016-10-10,0,38,0,2
"567",567,1,2018-03-14,0,21,0,2
"568",568,1,2016-10-26,1,24,1,2
"569",569,2,2017-08-14,0,11,0,2
"570",570,3,2018-04-16,0,6,0,3
"571",571,1,2016-07-25,1,16,0,2
"572",572,1,2018-03-03,0,22,0,2
"573",573,1,2017-04-30,1,13,0,2
"574",574,2,2018-04-28,1,18,0,1
"575",575,3,2018-03-30,0,47,0,1
"576",576,1,2017-04-17,0,75,0,1
"577",577,1,2016-09-09,0,24,0,3
"578",578,2,2018-01-27,1,25,1,3
"579",579,2,2018-01-20,1,26,0,1
"580",580,3,2017-12-14,0,26,0,3
"581",581,3,2017-11-10,0,27,0,1
"582",582,1,2018-01-18,1,15,0,3
"583",583,2,2018-02-10,0,34,1,1
"584",584,4,2018-01-29,0,19,0,3
"585",585,4,2016-08-29,0,32,1,1
"586",586,1,2018-02-03,1,27,1,3
"587",587,2,2018-04-20,0,29,0,2
"588",588,1,2018-02-17,0,21,0,1
"589",589,2,2018-04-11,0,36,0,2
"590",590,2,2018-02-12,1,29,0,3
"591",591,3,2018-02-06,0,19,0,1
"592",592,4,2018-03-27,1,19,0,2
"593",593,2,2016-12-17,0,43,0,2
"594",594,4,2016-10-12,0,27,1,2
"595",595,4,2017-02-04,0,18,1,2
"596",596,4,2017-09-26,0,27,1,1
"597",597,2,2016-12-11,0,9,0,1
"598",598,4,2018-02-14,0,29,1,1
"599",599,4,2016-12-11,1,29,1,1
"600",600,3,2018-01-31,0,27,0,2
"601",601,3,2017-09-19,1,27,1,1
"602",602,2,2018-03-02,0,19,0,1
"603",603,1,2016-09-29,0,26,1,2
"604",604,1,2017-07-21,1,25,0,1
"605",605,1,2016-08-19,0,36,1,1
"606",606,1,2016-08-07,1,34,0,1
"607",607,2,2016-08-17,0,34,0,1
"608",608,1,2017-06-04,1,22,1,1
"609",609,3,2018-04-11,0,21,0,3
"610",610,1,2016-07-11,0,33,0,3
"611",611,1,2017-02-27,1,39,0,1
"612",612,1,2018-04-04,1,27,1,3
"613",613,4,2016-07-03,0,37,0,1
"614",614,4,2018-02-16,1,25,0,3
"615",615,2,2016-08-03,1,20,0,3
"616",616,1,2017-11-26,0,33,0,2
"617",617,1,2018-03-24,0,49,0,3
"618",618,1,2018-02-06,1,16,0,3
"619",619,1,2018-02-21,1,22,0,3
"620",620,1,2018-01-09,0,27,1,1
"621",621,1,2018-01-01,0,23,0,1
"622",622,1,2018-04-17,1,44,0,2
"623",623,3,2017-02-07,0,10,0,2
"624",624,4,2018-02-10,0,80,0,3
"625",625,3,2018-03-03,0,25,0,3
"626",626,1,2018-02-12,0,30,0,1
"627",627,1,2018-03-21,0,35,0,3
"628",628,2,2018-02-08,1,25,0,1
"629",629,1,2017-08-06,0,25,0,1
"630",630,3,2018-01-07,0,9,1,2
"631",631,3,2016-11-21,1,17,0,1
"632",632,4,2018-03-16,0,23,0,1
