"","PlayID","Date","CustomerID","Experience","Pokestops","Gyms","Raids","Social","Pokemons","Distance","Duration"
"90",90,2018-09-02,4922,4294,20,9,0,1,17,4.43790356894145,64.4622189634292
"91",91,2018-09-02,3598,7656,14,6,4,5,11,2.0554061641858,126.060724993175
"92",92,2018-09-02,291,3787,15,9,0,0,22,1.36687506489709,24.5669052230016
"93",93,2018-09-02,881,4990,11,5,3,0,7,0.897164773848856,96.1058177601752
"94",94,2018-09-02,1939,5587,12,6,3,1,9,1.36981111374921,102.372929227325
"95",95,2018-09-02,3404,6003,17,7,1,0,52,1.53254620570726,38.2182274852416
"96",96,2018-09-02,1120,4611,16,7,0,2,14,13.1075964210281,71.2873885954859
"97",97,2018-09-02,4085,5330,19,12,0,1,22,6.80454111010174,61.1301837484162
"98",98,2018-09-02,4085,4987,18,9,0,2,23,7.37026973161516,44.4692672446676
"99",99,2018-09-02,2301,5705,16,10,1,1,32,1.05064658342467,43.5337418083012
"100",100,2018-09-02,198,6527,14,9,3,1,13,1.76616425848238,108.423416871301
"101",101,2018-09-02,3206,3106,20,3,0,0,28,1.06387894453004,22.8980753909146
"102",102,2018-09-02,3335,4836,21,4,2,0,13,3.35546660706614,38.5797365660849
"103",103,2018-09-02,177,3127,15,5,0,1,15,4.26736004281943,46.1941077771637
"104",104,2018-09-02,4064,4737,11,8,2,1,7,0.370608370328909,62.1988408521457
"105",105,2018-09-02,2307,4655,11,9,1,2,14,2.05356860730281,88.4946405752636
"106",106,2018-09-02,2491,3975,16,6,1,2,6,2.74694922826,49.7668170983935
"107",107,2018-09-02,4552,3471,21,5,0,1,13,5.70523596921577,61.3668071871485
"108",108,2018-09-02,428,3910,15,8,0,3,11,4.09976530561905,46.656939384947
"109",109,2018-09-02,426,4373,16,6,0,0,44,1.73347697216852,23.1714539000902
"110",110,2018-09-02,2857,3178,11,4,1,0,12,2.27881063350794,139.132685524258
"111",111,2018-09-02,1377,3324,18,5,0,0,23,2.7427371567074,25.1683625302941
"112",112,2018-09-02,3705,4882,21,10,0,0,34,1.3227053376507,17.5973440527249
"113",113,2018-09-02,1825,4325,16,8,0,1,33,0.754103516437699,24.4367826440218
"114",114,2018-09-02,3676,5182,13,12,1,2,13,0.817175655542062,90.7866723863157
"115",115,2018-09-02,1243,4058,21,5,0,0,36,2.07659829311246,31.2299784078885
"116",116,2018-09-02,2556,3310,13,3,1,1,12,2.59799488312954,81.4815316842913
"117",117,2018-09-02,193,4507,15,11,0,1,25,1.07229894802708,31.1161335105102
"118",118,2018-09-02,2712,3970,12,8,1,0,8,3.70000025362752,79.8546396324884
"119",119,2018-09-03,717,3353,20,6,0,0,11,6.03139889408821,66.9643363977764
"120",120,2018-09-03,2409,4684,18,3,2,2,9,3.33539110630275,51.1553480053487
"121",121,2018-09-03,2772,4677,18,10,0,0,24,5.76997551649955,122.664866915327
"122",122,2018-09-03,4128,5719,13,6,3,0,14,1.68891396108806,109.382973759358
"123",123,2018-09-03,3916,3823,16,4,1,2,13,1.72945666303946,74.4247588928034
"124",124,2018-09-03,656,4055,16,5,1,0,19,3.05012386114692,20.2703613663044
"125",125,2018-09-03,935,3502,12,3,1,2,16,1.02419504977551,108.962129622883
"126",126,2018-09-03,4279,11162,14,8,8,0,16,0.623712925027102,78.4046559174363
"127",127,2018-09-03,3082,4097,11,5,2,0,6,2.47266175785685,131.798214499803
"128",128,2018-09-03,1939,10129,11,10,7,0,8,1.7882217054635,91.3344773322626
"129",129,2018-09-03,3549,4145,20,6,0,0,18,10.4538918260576,64.4622983442962
"130",130,2018-09-03,2213,5659,16,14,1,3,7,1.08939209299841,79.767405115844
"131",131,2018-09-03,2839,3964,12,5,1,3,13,1.13854255242324,81.6567608717468
"132",132,2018-09-03,4295,6971,18,14,1,2,21,8.20812174534902,55.3895607260019
"133",133,2018-09-03,2109,4331,17,9,0,2,19,3.30683053812411,76.9108861221034
"134",134,2018-09-03,3293,5271,17,11,0,1,18,11.21173309387,65.2061759564155
"135",135,2018-09-03,1842,3334,18,5,0,0,26,1.34206820899773,15.2897492242784
"136",136,2018-09-03,1454,4178,21,6,0,2,29,0.780141515543116,21.9439830121965
"137",137,2018-09-03,4605,3892,15,7,1,0,9,2.92323647719984,38.7284925677082
"138",138,2018-09-03,583,2967,16,5,0,0,12,5.66741880935449,41.4367822558428
"139",139,2018-09-03,428,3442,17,9,0,0,10,2.92058908877327,43.9147783187071
"140",140,2018-09-03,4128,4178,14,4,1,4,16,0.782792830869227,127.010896534388
"141",141,2018-09-03,1771,4124,13,5,1,3,13,2.23780834077254,72.2204838412754
"142",142,2018-09-03,4347,3668,19,5,0,1,28,1.17982684305743,27.2185223967299
"143",143,2018-09-03,4836,5374,17,10,0,0,48,1.24400731332734,17.5683308866078
"144",144,2018-09-03,3201,3721,13,5,1,1,13,2.21415274492464,88.4228985323633
"145",145,2018-09-03,4195,3678,16,7,0,1,23,1.27578897981252,41.931642093291
"146",146,2018-09-03,1298,6441,11,5,2,11,11,1.41278367369559,86.7741176505848
"147",147,2018-09-03,3677,3495,17,4,0,1,24,4.45388882238759,41.9562120898136
"148",148,2018-09-03,4922,5412,15,6,0,3,14,21.6249675906191,72.0803886784193
"149",149,2018-09-03,1233,8838,16,12,4,0,25,3.88193574857781,55.755263189851
"150",150,2018-09-03,3736,2944,11,5,0,0,24,1.94063130707411,140.772868106801
"151",151,2018-09-03,1992,3238,14,6,0,0,24,1.38362920082534,13.8597012882855
"152",152,2018-09-03,3428,4333,13,5,0,0,22,15.8252655157169,76.5492629454038
"153",153,2018-09-03,3404,4005,17,7,0,0,28,3.5480389814983,39.4905897515734
"154",154,2018-09-03,624,4097,21,6,0,0,34,1.47185116700182,41.0394334640102
"155",155,2018-09-03,2213,6603,10,6,4,0,15,1.53171416930552,123.027042883243
"156",156,2018-09-03,3523,4649,19,8,0,0,21,10.4881863633018,71.6826210191969
"157",157,2018-09-03,2577,4082,23,3,0,1,40,1.31630251556322,19.0889919368547
"158",158,2018-09-03,1343,3306,19,3,0,0,33,1.06329125925978,37.5802513278843
"159",159,2018-09-03,4983,3679,18,9,0,0,10,4.78665526903243,90.9404464639427
"160",160,2018-09-03,4803,4299,19,10,0,0,18,4.49123674196404,57.1912187094154
"161",161,2018-09-03,2823,4515,10,9,1,2,12,2.15324911736607,67.7064835216766
"162",162,2018-09-03,881,3828,13,7,1,0,12,1.77882674692316,77.4943188769859
"163",163,2018-09-03,3515,4240,13,12,0,4,7,0.398683025833833,81.4233184771342
"164",164,2018-09-03,311,2170,16,3,0,0,11,2.20113380634376,36.3636290758519
"165",165,2018-09-03,2772,4043,18,6,0,2,19,5.93134015374292,67.1272984755156
"166",166,2018-09-03,881,2826,14,2,1,0,11,1.75803918132013,113.07433539619
"167",167,2018-09-03,3428,3181,12,5,0,1,19,4.30886445873136,82.9066074100108
"168",168,2018-09-03,1393,4634,17,7,0,1,40,1.83660471923442,27.9453572219928
"169",169,2018-09-03,4347,4351,15,8,0,0,38,1.0143708532419,36.4264085687263
"170",170,2018-09-03,2360,4808,16,11,0,0,17,9.5822401079762,53.8265245293613
"171",171,2018-09-03,4267,6189,13,9,2,0,29,2.8908784144372,38.8552732252708
"172",172,2018-09-03,227,4487,13,6,2,0,10,1.37295147943217,59.9790631174911
"173",173,2018-09-03,766,3646,18,4,0,0,35,1.96392903019833,26.8743957343613
"174",174,2018-09-03,3478,5180,21,13,0,0,28,1.29906022240412,27.7661920048608
"175",175,2018-09-03,3265,3492,18,6,0,1,17,3.41720163304022,50.6872119386466
"176",176,2018-09-03,3512,4388,15,9,0,0,35,0.880903287471851,41.4405458102107
"177",177,2018-09-03,1753,5765,13,7,2,1,22,4.15318451461963,26.5698034129734
"178",178,2018-09-03,3501,8123,13,13,3,5,11,3.22978937135596,159.872869608746
"179",179,2018-09-03,1979,3538,22,4,0,1,16,6.38199813590533,131.017419112981
"180",180,2018-09-03,4732,3968,15,6,0,0,38,1.18349914226543,49.6262395722161
"181",181,2018-09-03,2054,6591,17,6,3,2,16,3.40618758085611,26.4694099075709
"182",182,2018-09-03,4399,3067,12,5,0,1,13,6.16563302760923,44.7436413555285
"183",183,2018-09-03,2383,6202,12,4,4,0,14,1.02154362126844,113.996082999057
"184",184,2018-09-03,3089,5328,16,12,0,1,37,0.780781647910394,12.2884608382987
"185",185,2018-09-03,56,3640,14,5,0,4,16,3.39664479238164,44.0616283730556
"186",186,2018-09-03,1384,3982,19,4,0,0,42,1.31937896746518,23.3577848829087
"187",187,2018-09-03,2942,3223,17,7,0,0,15,2.22693839687244,24.6131729176958
"188",188,2018-09-03,2172,3916,13,5,1,0,13,6.16246830804385,56.3063166845286
"189",189,2018-09-03,227,2926,12,7,0,2,8,1.25570165509824,52.5918536463443
"190",190,2018-09-03,2409,3370,14,10,0,0,10,1.7029416692605,48.6025455935452
"191",191,2018-09-03,4113,4638,19,3,0,1,53,2.38374350383011,21.4197113454453
"192",192,2018-09-03,3735,6830,20,16,0,1,24,12.2982535110374,79.4270414952362
"193",193,2018-09-03,4388,2649,15,2,0,2,16,2.98693711327917,37.2284412985595
"194",194,2018-09-03,3146,6337,12,5,4,1,8,1.36570071364317,151.913063542744
"195",195,2018-09-03,3085,4114,20,3,0,2,26,8.14248043797928,46.5387228081549
"196",196,2018-09-03,4946,3573,23,4,0,0,30,1.22969316828836,19.6334269063431
"197",197,2018-09-03,2166,4362,19,10,0,0,26,1.123835184618,22.1496372505915
"198",198,2018-09-03,3832,3328,19,4,0,1,17,5.28358708208063,53.5631146831438
"199",199,2018-09-03,3682,2464,13,5,0,0,11,2.64449526958433,34.200117130786
"200",200,2018-09-03,3677,4258,17,6,0,1,16,12.0815004867973,41.0167231629782
"201",201,2018-09-03,1746,4018,18,10,0,1,17,0.681613824379056,33.9305472629371
"202",202,2018-09-03,3436,4095,17,5,0,0,43,0.949832196325007,14.0269097793169
"203",203,2018-09-03,4423,3204,14,4,1,0,11,1.53974718076501,83.7902496262561
"204",204,2018-09-03,168,3941,10,12,0,2,10,1.41299679555323,56.0072404109726
"205",205,2018-09-03,32,6442,12,10,1,8,22,1.42318425042541,71.4980527910518
"206",206,2018-09-03,3146,3439,10,7,0,4,13,0.889864846002154,88.3232395128474
"207",207,2018-09-03,3789,4454,20,5,1,0,22,3.53884493395324,42.8623201240882
"208",208,2018-09-03,2213,6305,12,5,3,5,11,1.55392443624038,118.206097098392
"209",209,2018-09-03,2566,4623,15,12,0,1,7,9.22926582542955,68.8687758494896
"210",210,2018-09-03,3501,4587,12,5,2,2,10,0.868380835959738,113.714914975292
"211",211,2018-09-03,4535,3381,19,4,0,1,13,7.81320750515062,67.3161604033878
"212",212,2018-09-03,2954,2541,14,4,0,1,14,1.40512042816899,76.042879834934
"213",213,2018-09-03,1482,2505,14,5,0,0,8,4.04564741816031,19.8749763995526
"214",214,2018-09-03,1298,4498,12,3,2,0,23,1.48299738759476,88.7705258710503
"215",215,2018-09-03,2491,4388,17,6,1,1,10,6.38239279961407,48.0995129423342
"216",216,2018-09-03,1098,5289,15,6,2,2,13,2.88855231254996,34.747960365897
"217",217,2018-09-03,3914,3955,18,4,0,5,10,7.54624616589137,75.3438371054424
"218",218,2018-09-03,1461,3287,16,7,0,1,11,3.37439011922589,24.195819290297
"219",219,2018-09-03,177,3422,14,7,0,1,10,6.21851061110825,28.9037241718827
"220",220,2018-09-03,2378,4166,16,5,0,2,37,1.15731295094233,19.0076445862895
"221",221,2018-09-03,56,2854,18,4,0,1,10,4.54343259278931,39.3280212934869
"222",222,2018-09-03,4060,4172,15,8,0,0,23,6.72026531707107,31.8602513731126
"223",223,2018-09-03,465,5774,14,9,2,4,8,0.73768868533146,100.868104862533
"224",224,2018-09-03,4197,5322,19,13,0,0,33,1.21825715390284,28.1158684270909
"225",225,2018-09-03,1771,3741,13,10,0,1,15,1.4127605631998,80.9184081407425
"226",226,2018-09-03,3789,3233,16,2,1,0,11,4.83469960976482,42.5769532675716
"227",227,2018-09-03,1385,4237,16,6,0,0,41,1.87197668594983,43.2195834781182
"228",228,2018-09-03,4086,3508,17,3,0,1,26,5.58188112129898,57.7690610700273
"229",229,2018-09-03,1040,4096,18,7,0,0,23,6.4556732391299,80.7725093533433
"230",230,2018-09-03,3738,4521,14,4,1,6,12,2.2130215343305,69.7032139209469
"231",231,2018-09-03,3575,2907,15,4,0,0,20,3.56990128363479,26.0319306540636
"232",232,2018-09-03,830,4879,14,10,1,0,15,4.29223044697545,108.041550247533
"233",233,2018-09-03,3853,3434,16,6,0,0,26,1.34094800108702,22.9144152700646
"234",234,2018-09-03,32,5324,10,8,1,5,19,2.73690354826047,102.953967789083
"235",235,2018-09-03,2370,3926,16,5,0,0,16,13.2606408127879,79.4021472453165
"236",236,2018-09-04,337,4093,16,4,1,1,14,5.93329469003692,21.3519394805128
"237",237,2018-09-04,1979,5395,20,12,0,1,21,7.45055717068103,73.084491538451
"238",238,2018-09-04,4533,2986,13,6,0,1,13,2.85547486947386,24.5811582235349
"239",239,2018-09-04,3515,3951,12,9,1,1,4,1.51240148891675,132.03587163
"240",240,2018-09-04,87,4908,20,12,0,0,22,4.08468470841225,40.6103367550135
"241",241,2018-09-04,1576,2220,8,4,0,2,9,1.69563901348974,87.1267549280176
"242",242,2018-09-04,3776,4562,18,8,0,0,39,1.11935423986213,48.7213557105389
"243",243,2018-09-04,3394,3720,16,8,0,0,22,2.19609009914202,27.2287135865846
"244",244,2018-09-04,3951,4598,11,8,1,1,21,1.98408968612717,107.151180394921
"245",245,2018-09-04,515,4705,17,9,0,1,34,1.54711174156794,15.7986478673173
"246",246,2018-09-04,3912,3668,18,9,0,0,18,0.684968774458538,23.0132041256251
"247",247,2018-09-04,728,4473,16,11,0,0,24,2.73108028366737,18.0551810135286
"248",248,2018-09-04,725,3332,15,5,0,0,12,9.81832715114892,43.9654131524344
"249",249,2018-09-04,1939,9455,13,6,5,9,13,1.54664938411755,73.1140984953061
"250",250,2018-09-04,4576,4718,10,9,1,4,11,0.679838616314225,105.389265110571
"251",251,2018-09-04,3789,5656,15,9,1,2,16,9.05993155753839,60.6711985185338
"252",252,2018-09-04,3146,4810,11,7,1,7,8,0.602370430379381,61.3794405149296
"253",253,2018-09-04,2009,4383,15,7,0,1,39,0.828559760435729,25.242557346278
"254",254,2018-09-04,4548,3344,14,6,0,0,21,3.94310716256734,20.6415109884913
"255",255,2018-09-04,3335,5703,17,12,1,2,16,2.52723071951057,38.5977081848229
"256",256,2018-09-04,4690,4617,14,13,0,0,22,2.17110126494619,26.8398073477585
"257",257,2018-09-04,1559,3979,18,7,0,0,26,3.78710052009689,70.8956548004223
"258",258,2018-09-04,2638,5595,19,12,0,1,38,1.45458445240931,22.9957790946665
"259",259,2018-09-04,4279,3561,12,6,0,5,11,2.11066400143335,86.2711624044081
"260",260,2018-09-04,2954,11591,13,6,8,6,9,0.908654442837988,114.190720308748
"261",261,2018-09-04,232,3736,9,6,1,1,14,1.86151032265596,149.880296062376
"262",262,2018-09-04,1300,3700,13,2,1,2,12,6.50084499070717,20.7516487405068
"263",263,2018-09-04,3616,5849,14,6,3,1,11,1.99133636952483,49.3306923227092
"264",264,2018-09-04,3418,2797,11,7,0,1,9,1.96938724142967,161.09650765414
"265",265,2018-09-04,3653,4234,14,5,1,1,21,2.83959940050983,51.0020358052619
"266",266,2018-09-04,4792,4843,17,8,0,0,44,1.93328048446564,11.8744273686389
"267",267,2018-09-04,252,3345,11,3,1,1,18,0.947418752826334,162.858517551739
"268",268,2018-09-04,3523,3214,15,3,0,0,9,14.1394800087824,86.8662095877717
"269",269,2018-09-04,32,3731,10,9,0,0,12,8.31055308053834,67.6089242763517
"270",270,2018-09-04,4128,2956,11,8,0,1,11,0.560426730442308,81.2730502071606
"271",271,2018-09-04,1543,4753,17,8,1,1,10,6.02892338977171,51.310800367322
"272",272,2018-09-04,1847,3686,16,6,0,0,23,5.35641413303572,41.6368720023475
"273",273,2018-09-04,2771,4226,18,3,1,1,27,1.75881819908167,25.4184670693947
"274",274,2018-09-04,190,3282,15,5,0,1,17,4.81921344497369,35.1300201284278
"275",275,2018-09-04,229,3896,11,7,1,2,9,0.955778920571201,111.694129611812
"276",276,2018-09-04,2457,4339,17,6,0,0,44,0.886878794675796,20.4585000840483
"277",277,2018-09-04,1193,5214,17,9,1,0,14,8.63933166144299,45.7077346554141
"278",278,2018-09-04,2321,5834,12,8,1,2,43,0.844754702997937,26.573756216
"279",279,2018-09-04,596,3434,18,5,0,1,25,0.840306770664,16.2806385816294
"280",280,2018-09-04,3611,2105,10,4,0,0,13,1.5510329180181,138.703438619382
"281",281,2018-09-04,3738,6321,11,7,3,2,15,2.20851592439787,100.899347028305
"282",282,2018-09-04,630,3537,15,8,0,1,18,0.86878427147493,116.370699302701
"283",283,2018-09-04,1557,4493,16,7,1,1,15,3.4315384999647,101.548088199023
"284",284,2018-09-04,1748,3917,14,5,1,0,15,4.67462488085774,59.0499448776077
"285",285,2018-09-04,4264,2623,16,3,0,1,17,1.73241666260498,25.5073013787919
"286",286,2018-09-04,985,4026,22,4,0,0,38,2.25753414547793,30.8640896135801
"287",287,2018-09-04,970,4042,11,12,0,2,11,1.42295911941743,122.876710177177
"288",288,2018-09-04,2041,4602,19,9,0,0,15,11.0150382526558,119.305034531356
"289",289,2018-09-04,4370,4199,21,5,0,1,36,1.48830119993888,23.0380059132319
"290",290,2018-09-04,2823,3854,13,9,0,3,13,1.5357612024432,73.9699345809796
"291",291,2018-09-04,2135,3007,14,6,0,0,20,1.07277647158644,50.9764761068601
"292",292,2018-09-04,1098,5316,14,6,2,2,10,5.15965761952593,36.9229620132241
"293",293,2018-09-04,3676,3008,14,7,0,1,12,1.07753741117495,238.751814232121
"294",294,2018-09-04,3789,3913,14,4,1,1,12,6.13129133736274,37.6193666870849
"295",295,2018-09-04,3852,4655,13,4,2,1,16,2.04546077147652,148.011819690471
"296",296,2018-09-04,4196,3806,20,5,0,0,22,7.05756193953443,41.9906695115742
"297",297,2018-09-04,153,4036,18,6,0,0,20,9.36317149454468,44.5575244157178
"298",298,2018-09-04,2173,4828,17,8,1,1,15,4.27567121616008,44.471926961118
"299",299,2018-09-04,2207,3318,16,6,0,2,13,2.6796196368246,50.6961624708149
"300",300,2018-09-04,3014,5654,11,6,3,0,8,5.03752465099113,34.012719018903
"301",301,2018-09-04,4839,3308,14,5,0,0,20,6.07855109413622,85.0398625085708
"302",302,2018-09-04,3653,3880,15,4,1,0,9,8.79735831475582,38.5881192782835
"303",303,2018-09-04,3515,4329,13,12,0,4,7,1.28570672197048,149.051511936276
"304",304,2018-09-04,970,3185,13,5,0,2,21,0.849708595373733,106.52335471205
"305",305,2018-09-04,4803,4298,16,12,0,0,10,5.97863348891219,48.290917364926
"306",306,2018-09-04,80,4539,13,8,1,3,11,1.38637004485681,135.605366507327
"307",307,2018-09-04,1045,5542,15,17,0,1,11,6.41851607471696,74.668926493189
"308",308,2018-09-04,1256,3499,18,7,0,0,20,1.98968791161752,15.6804480882865
"309",309,2018-09-04,168,2794,14,5,0,2,8,2.93581012382825,107.014879791359
"310",310,2018-09-04,3496,3308,15,9,0,0,12,1.57680581313986,101.26979343701
"311",311,2018-09-04,3143,4760,18,8,0,0,34,5.60187866986344,86.5789261446216
"312",312,2018-09-04,1712,5050,17,2,2,1,14,9.00082044040909,28.1372485918558
"313",313,2018-09-04,2712,6912,13,9,3,1,24,0.620450299386612,87.8679744283714
"314",314,2018-09-04,2014,5253,16,10,0,1,41,2.03113886837209,30.1818182641198
"315",315,2018-09-04,232,3749,9,2,2,1,12,0.992090159680403,87.272169760486
"316",316,2018-09-04,1748,6018,15,14,0,5,16,6.67684590614546,46.7129274719958
"317",317,2018-09-04,1672,4293,17,8,0,2,13,7.93463863267859,69.3149225079313
"318",318,2018-09-04,262,2598,8,5,0,3,9,1.47821295722429,125.781138378794
"319",319,2018-09-04,299,3845,17,4,0,1,13,13.4516775331933,50.1337993824167
