"","TransID","Date","CustomerID","ProductID"
"123",123,2018-09-09,1230,2
"124",124,2018-09-09,1233,3
"125",125,2018-09-09,1243,4
"126",126,2018-09-09,1254,2
"127",127,2018-09-09,1256,4
"128",128,2018-09-09,1268,2
"129",129,2018-09-09,1269,1
"130",130,2018-09-09,1284,3
"131",131,2018-09-09,1298,1
"132",132,2018-09-09,1300,1
"133",133,2018-09-09,1301,3
"134",134,2018-09-09,1314,4
"135",135,2018-09-09,1315,1
"136",136,2018-09-10,1343,3
"137",137,2018-09-10,1374,2
"138",138,2018-09-10,1377,2
"139",139,2018-09-10,1384,4
"140",140,2018-09-10,1385,1
"141",141,2018-09-10,1393,1
"142",142,2018-09-10,1397,1
"143",143,2018-09-10,1415,1
"144",144,2018-09-10,1419,2
"145",145,2018-09-10,1423,1
"146",146,2018-09-10,1435,2
"147",147,2018-09-10,1454,5
"148",148,2018-09-10,1461,1
"149",149,2018-09-10,1466,2
"150",150,2018-09-10,1467,3
"151",151,2018-09-10,1468,2
"152",152,2018-09-10,1482,1
"153",153,2018-09-10,1495,2
"154",154,2018-09-10,1508,2
"155",155,2018-09-10,1512,3
"156",156,2018-09-11,1520,2
"157",157,2018-09-11,1531,2
"158",158,2018-09-11,1543,2
"159",159,2018-09-11,1557,2
"160",160,2018-09-11,1559,2
"161",161,2018-09-11,1576,1
"162",162,2018-09-11,1580,1
"163",163,2018-09-11,1584,3
"164",164,2018-09-11,1604,3
"165",165,2018-09-11,1620,1
"166",166,2018-09-11,1623,1
"167",167,2018-09-11,1624,3
"168",168,2018-09-11,1625,1
"169",169,2018-09-11,1660,1
"170",170,2018-09-11,1665,1
"171",171,2018-09-11,1672,2
"172",172,2018-09-11,1677,3
"173",173,2018-09-11,1692,1
"174",174,2018-09-11,1700,2
"175",175,2018-09-11,1703,1
"176",176,2018-09-12,1710,1
"177",177,2018-09-12,1712,1
"178",178,2018-09-12,1720,3
"179",179,2018-09-12,1737,4
"180",180,2018-09-12,1746,2
"181",181,2018-09-12,1748,1
"182",182,2018-09-12,1752,1
"183",183,2018-09-13,1753,1
"184",184,2018-09-13,1761,3
"185",185,2018-09-13,1766,1
"186",186,2018-09-13,1770,2
"187",187,2018-09-13,1771,3
"188",188,2018-09-13,1825,2
"189",189,2018-09-13,1835,1
"190",190,2018-09-13,1836,1
"191",191,2018-09-13,1842,1
"192",192,2018-09-13,1844,1
"193",193,2018-09-13,1846,2
"194",194,2018-09-14,1847,1
"195",195,2018-09-14,1849,4
"196",196,2018-09-14,1876,5
"197",197,2018-09-14,1894,2
"198",198,2018-09-14,1904,1
"199",199,2018-09-14,1906,2
"200",200,2018-09-14,1912,1
"201",201,2018-09-14,1939,1
"202",202,2018-09-14,1946,1
"203",203,2018-09-14,1956,3
"204",204,2018-09-14,1961,2
"205",205,2018-09-15,1964,1
"206",206,2018-09-15,1970,2
"207",207,2018-09-15,1976,2
"208",208,2018-09-15,1979,4
"209",209,2018-09-15,1984,4
"210",210,2018-09-15,1992,2
"211",211,2018-09-15,1996,1
"212",212,2018-09-15,2002,2
"213",213,2018-09-15,2009,1
"214",214,2018-09-15,2014,1
"215",215,2018-09-15,2016,1
"216",216,2018-09-15,2039,2
"217",217,2018-09-15,2041,2
"218",218,2018-09-15,2045,3
"219",219,2018-09-15,2047,2
"220",220,2018-09-15,2054,4
"221",221,2018-09-15,2063,1
"222",222,2018-09-15,2078,2
"223",223,2018-09-15,2104,1
"224",224,2018-09-15,2106,3
"225",225,2018-09-15,2109,2
"226",226,2018-09-16,2123,1
"227",227,2018-09-16,2124,1
"228",228,2018-09-16,2135,1
"229",229,2018-09-16,2155,1
"230",230,2018-09-16,2162,1
"231",231,2018-09-16,2166,1
"232",232,2018-09-16,2169,2
"233",233,2018-09-16,2172,1
"234",234,2018-09-16,2173,1
"235",235,2018-09-16,2175,2
"236",236,2018-09-16,2181,1
"237",237,2018-09-16,2185,1
"238",238,2018-09-16,2197,1
"239",239,2018-09-16,2199,2
"240",240,2018-09-16,2201,4
"241",241,2018-09-16,2207,2
"242",242,2018-09-16,2213,1
"243",243,2018-09-16,2221,2
"244",244,2018-09-16,2223,1
"245",245,2018-09-16,2244,2
"246",246,2018-09-16,2261,1
"247",247,2018-09-17,2262,2
"248",248,2018-09-17,2271,2
"249",249,2018-09-17,2281,1
"250",250,2018-09-17,2288,1
"251",251,2018-09-17,2289,1
"252",252,2018-09-17,2291,3
"253",253,2018-09-17,2301,3
"254",254,2018-09-17,2307,4
"255",255,2018-09-17,2321,1
"256",256,2018-09-17,2331,4
"257",257,2018-09-17,2348,4
"258",258,2018-09-17,2360,4
"259",259,2018-09-17,2370,1
"260",260,2018-09-18,2378,2
"261",261,2018-09-18,2383,3
"262",262,2018-09-18,2402,1
"263",263,2018-09-18,2404,1
"264",264,2018-09-18,2409,3
"265",265,2018-09-18,2420,1
"266",266,2018-09-18,2424,1
"267",267,2018-09-18,2426,1
"268",268,2018-09-18,2427,1
"269",269,2018-09-19,2438,1
"270",270,2018-09-19,2455,2
"271",271,2018-09-19,2457,4
"272",272,2018-09-19,2470,2
"273",273,2018-09-19,2477,1
"274",274,2018-09-19,2478,1
"275",275,2018-09-19,2489,3
"276",276,2018-09-19,2491,3
"277",277,2018-09-19,2496,2
"278",278,2018-09-19,2499,4
"279",279,2018-09-19,2511,1
"280",280,2018-09-19,2512,1
"281",281,2018-09-19,2553,2
"282",282,2018-09-19,2556,3
"283",283,2018-09-19,2566,2
"284",284,2018-09-19,2567,2
"285",285,2018-09-19,2570,2
"286",286,2018-09-20,2577,2
"287",287,2018-09-20,2591,4
"288",288,2018-09-20,2600,1
"289",289,2018-09-20,2622,4
"290",290,2018-09-20,2636,2
"291",291,2018-09-20,2638,1
"292",292,2018-09-20,2672,1
"293",293,2018-09-20,2678,1
"294",294,2018-09-20,2688,1
"295",295,2018-09-20,2712,3
"296",296,2018-09-20,2725,2
"297",297,2018-09-20,2727,2
"298",298,2018-09-20,2735,1
"299",299,2018-09-21,2740,4
"300",300,2018-09-21,2756,3
"301",301,2018-09-21,2771,1
"302",302,2018-09-21,2772,1
"303",303,2018-09-21,2777,2
"304",304,2018-09-21,2793,2
"305",305,2018-09-21,2795,1
"306",306,2018-09-21,2806,2
"307",307,2018-09-21,2821,3
"308",308,2018-09-21,2823,2
"309",309,2018-09-21,2839,1
"310",310,2018-09-22,2841,2
"311",311,2018-09-22,2854,1
"312",312,2018-09-22,2855,1
"313",313,2018-09-22,2857,1
"314",314,2018-09-22,2900,2
"315",315,2018-09-22,2923,4
"316",316,2018-09-22,2934,4
"317",317,2018-09-22,2935,3
"318",318,2018-09-22,2937,1
"319",319,2018-09-22,2938,1
"320",320,2018-09-22,2942,1
"321",321,2018-09-22,2954,5
"322",322,2018-09-22,2956,2
"323",323,2018-09-22,2957,5
"324",324,2018-09-22,2962,1
"325",325,2018-09-22,2963,3
"326",326,2018-09-22,2971,2
"327",327,2018-09-22,2999,4
"328",328,2018-09-22,3014,2
"329",329,2018-09-23,3018,3
"330",330,2018-09-23,3019,2
"331",331,2018-09-23,3031,3
"332",332,2018-09-23,3033,2
"333",333,2018-09-23,3036,2
"334",334,2018-09-23,3040,3
"335",335,2018-09-23,3053,1
"336",336,2018-09-23,3055,4
"337",337,2018-09-23,3063,1
"338",338,2018-09-23,3066,1
"339",339,2018-09-23,3082,4
"340",340,2018-09-23,3085,1
"341",341,2018-09-23,3089,2
"342",342,2018-09-23,3110,3
"343",343,2018-09-23,3124,1
"344",344,2018-09-23,3133,1
"345",345,2018-09-23,3134,2
"346",346,2018-09-23,3143,1
"347",347,2018-09-23,3144,2
"348",348,2018-09-23,3145,3
"349",349,2018-09-23,3146,1
"350",350,2018-09-24,3157,4
"351",351,2018-09-24,3175,1
"352",352,2018-09-24,3180,3
"353",353,2018-09-24,3182,3
"354",354,2018-09-24,3189,1
"355",355,2018-09-25,3195,1
"356",356,2018-09-25,3201,2
"357",357,2018-09-25,3206,3
"358",358,2018-09-25,3209,2
"359",359,2018-09-25,3212,1
"360",360,2018-09-25,3219,2
"361",361,2018-09-25,3220,2
"362",362,2018-09-25,3223,2
"363",363,2018-09-25,3231,3
"364",364,2018-09-25,3246,2
"365",365,2018-09-25,3264,1
"366",366,2018-09-25,3265,2
"367",367,2018-09-25,3267,2
"368",368,2018-09-25,3270,1
"369",369,2018-09-25,3293,2
"370",370,2018-09-25,3296,1
"371",371,2018-09-26,3302,2
"372",372,2018-09-26,3319,1
"373",373,2018-09-26,3321,1
"374",374,2018-09-26,3335,2
"375",375,2018-09-26,3352,1
"376",376,2018-09-27,3393,3
"377",377,2018-09-27,3394,1
"378",378,2018-09-27,3401,3
"379",379,2018-09-27,3403,2
"380",380,2018-09-27,3404,4
"381",381,2018-09-27,3406,2
"382",382,2018-09-27,3409,3
"383",383,2018-09-27,3418,3
"384",384,2018-09-27,3419,2
"385",385,2018-09-27,3423,1
"386",386,2018-09-27,3428,1
"387",387,2018-09-27,3429,1
"388",388,2018-09-27,3435,1
"389",389,2018-09-27,3436,2
"390",390,2018-09-28,3441,2
"391",391,2018-09-28,3443,1
"392",392,2018-09-28,3444,1
"393",393,2018-09-28,3448,1
"394",394,2018-09-28,3450,2
"395",395,2018-09-28,3458,2
"396",396,2018-09-28,3464,1
"397",397,2018-09-28,3478,4
"398",398,2018-09-28,3488,1
"399",399,2018-09-28,3496,2
"400",400,2018-09-28,3501,3
"401",401,2018-09-28,3510,1
"402",402,2018-09-28,3512,4
"403",403,2018-09-28,3515,3
"404",404,2018-09-28,3523,4
"405",405,2018-09-28,3527,2
"406",406,2018-09-28,3536,1
"407",407,2018-09-29,3544,2
"408",408,2018-09-29,3549,1
"409",409,2018-09-29,3550,1
"410",410,2018-09-29,3566,1
"411",411,2018-09-29,3567,3
"412",412,2018-09-29,3572,1
"413",413,2018-09-29,3575,2
"414",414,2018-09-29,3576,3
"415",415,2018-09-29,3579,3
"416",416,2018-09-29,3588,2
"417",417,2018-09-29,3596,1
"418",418,2018-09-29,3598,3
"419",419,2018-09-29,3611,4
"420",420,2018-09-29,3612,1
"421",421,2018-09-29,3616,2
"422",422,2018-09-29,3622,2
"423",423,2018-09-29,3626,3
"424",424,2018-09-29,3630,3
"425",425,2018-09-29,3644,2
"426",426,2018-09-29,3653,1
"427",427,2018-09-29,3667,1
"428",428,2018-09-29,3672,4
"429",429,2018-09-29,3676,4
"430",430,2018-09-29,3677,2
"431",431,2018-09-30,3682,1
"432",432,2018-09-30,3705,1
"433",433,2018-09-30,3709,1
"434",434,2018-09-30,3721,1
"435",435,2018-09-30,3735,3
"436",436,2018-09-30,3736,1
"437",437,2018-09-30,3738,5
"438",438,2018-09-30,3756,2
"439",439,2018-09-30,3766,4
"440",440,2018-09-30,3776,1
"441",441,2018-09-30,3788,4
"442",442,2018-09-30,3789,2
"443",443,2018-09-30,3798,4
"444",444,2018-09-30,3808,1
"445",445,2018-09-30,3812,2
"446",446,2018-09-30,3818,2
"447",447,2018-09-30,3819,1
"448",448,2018-09-30,3827,1
"449",449,2018-09-30,3831,2
"450",450,2018-10-01,3832,4
"451",451,2018-10-01,3833,4
"452",452,2018-10-01,3835,2
"453",453,2018-10-01,3842,4
"454",454,2018-10-01,3852,1
"455",455,2018-10-01,3853,2
"456",456,2018-10-01,3864,1
"457",457,2018-10-01,3874,1
"458",458,2018-10-01,3883,2
"459",459,2018-10-01,3904,2
"460",460,2018-10-01,3909,1
"461",461,2018-10-01,3912,1
"462",462,2018-10-02,3914,3
"463",463,2018-10-02,3916,2
"464",464,2018-10-02,3929,1
"465",465,2018-10-02,3931,1
"466",466,2018-10-02,3938,4
"467",467,2018-10-02,3945,1
"468",468,2018-10-02,3951,1
"469",469,2018-10-02,3956,4
"470",470,2018-10-02,3968,2
"471",471,2018-10-02,3972,1
"472",472,2018-10-03,3995,4
"473",473,2018-10-03,4006,4
"474",474,2018-10-03,4008,3
"475",475,2018-10-03,4027,1
"476",476,2018-10-03,4039,1
"477",477,2018-10-03,4057,3
"478",478,2018-10-03,4060,1
"479",479,2018-10-03,4064,1
"480",480,2018-10-03,4065,1
"481",481,2018-10-03,4069,1
"482",482,2018-10-03,4072,1
"483",483,2018-10-03,4073,2
"484",484,2018-10-03,4076,4
"485",485,2018-10-04,4078,4
"486",486,2018-10-04,4080,1
"487",487,2018-10-04,4082,2
"488",488,2018-10-04,4085,4
"489",489,2018-10-04,4086,1
"490",490,2018-10-04,4111,4
"491",491,2018-10-04,4113,2
"492",492,2018-10-04,4128,2
"493",493,2018-10-04,4138,3
"494",494,2018-10-04,4140,3
"495",495,2018-10-04,4154,2
"496",496,2018-10-04,4162,2
"497",497,2018-10-05,4168,1
"498",498,2018-10-05,4191,4
"499",499,2018-10-05,4195,4
"500",500,2018-10-05,4196,3
"501",501,2018-10-05,4197,3
"502",502,2018-10-05,4204,1
"503",503,2018-10-05,4217,3
"504",504,2018-10-05,4227,2
"505",505,2018-10-05,4228,1
"506",506,2018-10-05,4264,4
"507",507,2018-10-05,4267,2
"508",508,2018-10-05,4271,4
"509",509,2018-10-05,4279,2
"510",510,2018-10-05,4295,3
"511",511,2018-10-05,4299,1
"512",512,2018-10-05,4302,1
"513",513,2018-10-05,4319,2
"514",514,2018-10-06,4326,1
"515",515,2018-10-06,4339,3
"516",516,2018-10-06,4345,4
"517",517,2018-10-06,4347,4
"518",518,2018-10-06,4355,1
"519",519,2018-10-06,4370,2
"520",520,2018-10-06,4373,1
"521",521,2018-10-06,4376,2
"522",522,2018-10-06,4379,2
"523",523,2018-10-06,4388,3
"524",524,2018-10-06,4393,3
"525",525,2018-10-06,4399,2
"526",526,2018-10-06,4412,2
"527",527,2018-10-06,4416,2
"528",528,2018-10-06,4423,1
"529",529,2018-10-06,4431,1
"530",530,2018-10-07,4444,1
"531",531,2018-10-07,4464,1
"532",532,2018-10-07,4495,3
"533",533,2018-10-07,4496,1
"534",534,2018-10-07,4510,2
"535",535,2018-10-07,4512,3
"536",536,2018-10-07,4515,1
"537",537,2018-10-07,4518,4
"538",538,2018-10-07,4520,2
"539",539,2018-10-07,4533,1
"540",540,2018-10-07,4535,2
"541",541,2018-10-07,4548,2
"542",542,2018-10-07,4552,1
"543",543,2018-10-07,4560,1
"544",544,2018-10-07,4573,2
"545",545,2018-10-07,4574,2
"546",546,2018-10-07,4576,2
"547",547,2018-10-07,4584,2
"548",548,2018-10-08,4603,1
"549",549,2018-10-08,4605,3
"550",550,2018-10-08,4606,1
"551",551,2018-10-08,4610,4
"552",552,2018-10-08,4618,2
"553",553,2018-10-08,4633,4
"554",554,2018-10-08,4642,4
"555",555,2018-10-08,4646,2
"556",556,2018-10-08,4648,4
"557",557,2018-10-08,4666,3
"558",558,2018-10-08,4671,1
"559",559,2018-10-08,4690,2
"560",560,2018-10-08,4698,3
"561",561,2018-10-08,4702,1
"562",562,2018-10-09,4732,4
"563",563,2018-10-09,4751,2
"564",564,2018-10-09,4755,1
"565",565,2018-10-09,4757,4
"566",566,2018-10-09,4792,1
"567",567,2018-10-09,4798,1
"568",568,2018-10-09,4803,1
"569",569,2018-10-09,4818,2
"570",570,2018-10-09,4833,1
"571",571,2018-10-09,4836,1
"572",572,2018-10-10,4837,4
"573",573,2018-10-10,4839,1
"574",574,2018-10-10,4849,2
"575",575,2018-10-10,4868,4
"576",576,2018-10-10,4896,2
"577",577,2018-10-10,4900,2
"578",578,2018-10-10,4901,1
"579",579,2018-10-10,4922,1
"580",580,2018-10-10,4944,1
"581",581,2018-10-10,4946,2
"582",582,2018-10-10,4966,2
"583",583,2018-10-11,4978,4
"584",584,2018-10-11,4983,3
"585",585,2018-10-11,4988,2
"586",586,2018-10-11,4997,1
"587",587,2018-10-11,935,1
"588",588,2018-10-11,2172,1
"589",589,2018-10-11,1939,2
"590",590,2018-10-11,4792,4
"591",591,2018-10-11,4818,2
"592",592,2018-10-11,3212,3
"593",593,2018-10-11,4836,3
"594",594,2018-10-11,1419,1
"595",595,2018-10-11,4646,1
"596",596,2018-10-11,3393,2
"597",597,2018-10-11,4837,1
"598",598,2018-10-11,1230,1
"599",599,2018-10-11,3189,2
"600",600,2018-10-11,4082,2
"601",601,2018-10-11,630,2
"602",602,2018-10-11,3972,2
"603",603,2018-10-12,3209,2
"604",604,2018-10-12,893,2
"605",605,2018-10-12,4573,2
"606",606,2018-10-12,3040,4
"607",607,2018-10-12,2078,2
"608",608,2018-10-12,2823,5
"609",609,2018-10-12,4128,3
"610",610,2018-10-12,3264,1
"611",611,2018-10-12,1904,1
"612",612,2018-10-12,4836,3
"613",613,2018-10-12,1761,2
"614",614,2018-10-12,4195,4
"615",615,2018-10-13,4552,1
"616",616,2018-10-13,3931,1
"617",617,2018-10-13,1992,1
"618",618,2018-10-13,2063,2
"619",619,2018-10-13,3956,2
"620",620,2018-10-13,549,2
"621",621,2018-10-13,3904,2
"622",622,2018-10-13,3833,3
"623",623,2018-10-13,3721,2
"624",624,2018-10-13,1703,1
"625",625,2018-10-13,3612,2
"626",626,2018-10-13,2499,1
"627",627,2018-10-13,256,1
"628",628,2018-10-13,1512,3
"629",629,2018-10-13,1106,1
"630",630,2018-10-14,1202,1
"631",631,2018-10-14,4431,3
"632",632,2018-10-14,4027,1
"633",633,2018-10-14,3832,1
"634",634,2018-10-14,3441,2
"635",635,2018-10-14,1343,2
"636",636,2018-10-14,4347,4
"637",637,2018-10-14,2591,2
"638",638,2018-10-14,4113,2
"639",639,2018-10-14,4217,1
"640",640,2018-10-14,3321,4
"641",641,2018-10-14,3575,2
"642",642,2018-10-14,40,3
"643",643,2018-10-15,1737,2
"644",644,2018-10-15,1672,1
"645",645,2018-10-15,826,2
"646",646,2018-10-15,2039,1
"647",647,2018-10-15,4082,3
"648",648,2018-10-15,3124,1
"649",649,2018-10-15,3819,2
"650",650,2018-10-15,2727,4
"651",651,2018-10-15,433,1
"652",652,2018-10-15,3110,3
"653",653,2018-10-16,3676,4
"654",654,2018-10-16,2963,1
"655",655,2018-10-16,1625,1
"656",656,2018-10-16,3436,1
"657",657,2018-10-16,2009,2
"658",658,2018-10-17,1467,1
"659",659,2018-10-17,1904,4
"660",660,2018-10-17,256,3
"661",661,2018-10-17,4618,2
"662",662,2018-10-17,502,3
"663",663,2018-10-17,3404,2
"664",664,2018-10-17,4966,1
"665",665,2018-10-17,2512,2
"666",666,2018-10-18,3145,2
"667",667,2018-10-18,1301,4
"668",668,2018-10-18,3404,2
"669",669,2018-10-18,4605,3
"670",670,2018-10-18,4227,1
"671",671,2018-10-18,3904,2
"672",672,2018-10-18,3036,3
"673",673,2018-10-18,1559,2
"674",674,2018-10-18,3736,4
"675",675,2018-10-18,608,2
"676",676,2018-10-18,4444,2
"677",677,2018-10-18,1956,1
"678",678,2018-10-18,4922,2
"679",679,2018-10-18,353,1
"680",680,2018-10-18,4113,2
"681",681,2018-10-18,4944,4
"682",682,2018-10-19,1559,1
"683",683,2018-10-19,3089,1
"684",684,2018-10-19,1992,1
"685",685,2018-10-19,624,1
"686",686,2018-10-19,2956,2
"687",687,2018-10-19,2727,2
"688",688,2018-10-19,4204,1
"689",689,2018-10-19,3738,1
"690",690,2018-10-19,1301,2
"691",691,2018-10-19,1144,1
"692",692,2018-10-19,1825,1
"693",693,2018-10-19,1435,4
"694",694,2018-10-19,4113,1
"695",695,2018-10-19,856,2
"696",696,2018-10-20,2402,2
"697",697,2018-10-20,168,1
"698",698,2018-10-20,1138,1
"699",699,2018-10-20,433,2
"700",700,2018-10-20,2427,1
"701",701,2018-10-20,569,1
"702",702,2018-10-20,2937,3
"703",703,2018-10-20,826,4
"704",704,2018-10-20,2821,1
"705",705,2018-10-20,3501,1
"706",706,2018-10-20,2409,2
"707",707,2018-10-20,1343,2
"708",708,2018-10-20,3478,3
"709",709,2018-10-20,1912,4
"710",710,2018-10-20,2288,2
"711",711,2018-10-20,35,2
"712",712,2018-10-20,1584,2
"713",713,2018-10-20,1842,3
"714",714,2018-10-20,1495,2
"715",715,2018-10-20,4510,1
"716",716,2018-10-20,3682,4
"717",717,2018-10-21,3864,5
"718",718,2018-10-21,3626,2
"719",719,2018-10-21,2735,2
"720",720,2018-10-21,1461,2
"721",721,2018-10-21,196,3
"722",722,2018-10-21,1710,3
"723",723,2018-10-21,3812,4
"724",724,2018-10-21,3596,1
"725",725,2018-10-21,3145,1
"726",726,2018-10-21,3418,1
"727",727,2018-10-21,4412,3
"728",728,2018-10-21,4512,1
"729",729,2018-10-22,4069,3
"730",730,2018-10-22,3909,2
"731",731,2018-10-22,4837,4
"732",732,2018-10-22,2470,1
"733",733,2018-10-22,400,2
"734",734,2018-10-22,1243,2
"735",735,2018-10-22,4228,4
"736",736,2018-10-22,2777,1
"737",737,2018-10-22,1315,1
"738",738,2018-10-22,4988,1
"739",739,2018-10-23,4128,4
"740",740,2018-10-23,1223,3
"741",741,2018-10-23,4373,3
"742",742,2018-10-23,2301,2
"743",743,2018-10-23,4082,1
"744",744,2018-10-23,4196,1
"745",745,2018-10-23,3672,4
"746",746,2018-10-23,3264,1
"747",747,2018-10-23,3667,3
"748",748,2018-10-24,2735,2
"749",749,2018-10-24,3853,3
"750",750,2018-10-24,1604,2
"751",751,2018-10-24,32,1
"752",752,2018-10-24,4086,2
"753",753,2018-10-24,2638,2
"754",754,2018-10-25,3835,1
"755",755,2018-10-25,4073,1
"756",756,2018-10-25,2999,2
"757",757,2018-10-25,2281,1
"758",758,2018-10-25,2855,1
"759",759,2018-10-25,3812,4
"760",760,2018-10-25,2321,1
"761",761,2018-10-25,4195,2
"762",762,2018-10-25,3682,2
"763",763,2018-10-25,1748,1
"764",764,2018-10-25,8,3
"765",765,2018-10-26,4646,2
"766",766,2018-10-26,4196,2
"767",767,2018-10-26,2962,3
"768",768,2018-10-26,2016,2
"769",769,2018-10-26,3066,1
"770",770,2018-10-26,1193,2
"771",771,2018-10-26,4702,2
"772",772,2018-10-26,2166,2
"773",773,2018-10-26,3441,1
"774",774,2018-10-26,3995,1
"775",775,2018-10-26,2014,2
"776",776,2018-10-26,505,2
"777",777,2018-10-26,242,2
"778",778,2018-10-26,1314,3
"779",779,2018-10-27,3676,2
"780",780,2018-10-27,1468,1
"781",781,2018-10-27,3766,1
"782",782,2018-10-27,262,3
"783",783,2018-10-27,232,4
"784",784,2018-10-27,4279,1
"785",785,2018-10-27,4983,1
"786",786,2018-10-27,1660,2
"787",787,2018-10-27,4515,3
"788",788,2018-10-27,4111,3
"789",789,2018-10-27,2740,1
"790",790,2018-10-27,2566,3
"791",791,2018-10-27,2135,2
"792",792,2018-10-27,4196,1
"793",793,2018-10-27,2348,3
"794",794,2018-10-27,2155,3
"795",795,2018-10-27,3133,1
"796",796,2018-10-27,569,2
"797",797,2018-10-28,4065,2
"798",798,2018-10-28,3818,2
"799",799,2018-10-28,2942,2
"800",800,2018-10-28,3598,2
"801",801,2018-10-28,2109,2
"802",802,2018-10-28,3598,3
"803",803,2018-10-28,4057,2
"804",804,2018-10-28,2271,5
"805",805,2018-10-28,1604,2
"806",806,2018-10-28,3672,1
"807",807,2018-10-28,2039,2
"808",808,2018-10-28,4279,3
"809",809,2018-10-28,2957,5
"810",810,2018-10-28,4901,4
"811",811,2018-10-28,376,1
"812",812,2018-10-28,86,1
"813",813,2018-10-28,4039,2
"814",814,2018-10-28,1098,1
"815",815,2018-10-29,256,1
"816",816,2018-10-29,3401,2
"817",817,2018-10-29,2197,2
"818",818,2018-10-29,1223,2
"819",819,2018-10-29,4618,1
"820",820,2018-10-29,2054,3
"821",821,2018-10-29,599,2
"822",822,2018-10-29,299,1
"823",823,2018-10-29,2262,2
"824",824,2018-10-29,4204,1
"825",825,2018-10-29,3055,1
"826",826,2018-10-30,4946,1
"827",827,2018-10-30,1939,3
"828",828,2018-10-30,1531,2
